Store,StoreType,Year,PlanSales,ActualSales,TradingDays,VarianceAbs,VariancePct
734,a,2015,1052455.96,979520,175,-72935.96,-6.93
735,d,2014,1683080.95,1680509,302,-2571.95,-0.15
735,d,2015,960247.66,988114,175,27866.34,2.9
736,c,2014,771466.48,749021,147,-22445.48,-2.91
736,c,2015,772018.65,819141,147,47122.35,6.1
737,a,2014,1852020.58,1885416,302,33395.42,1.8
737,a,2015,1103635.93,1085958,175,-17677.93,-1.6
738,d,2014,2569173.26,2574081,302,4907.74,0.19
738,d,2015,1495537.72,1564292,175,68754.28,4.6
739,d,2014,1277129.61,1420245,147,143115.39,11.21
739,d,2015,1464072.42,1557497,147,93424.58,6.38
740,d,2014,2075785.46,2134389,303,58603.54,2.82
740,d,2015,1267602.52,1303497,175,35894.48,2.83
741,d,2014,2184153.03,2407231,304,223077.97,10.21
741,d,2015,1407918.55,1448105,176,40186.45,2.85
742,d,2014,2404176.1,2453333,302,49156.9,2.04
742,d,2015,1445476.6,1468748,175,23271.4,1.61
743,a,2014,1149810.67,1179820,302,30009.33,2.61
743,a,2015,685934.04,683029,176,-2905.04,-0.42
744,a,2014,1090698.89,1063095,147,-27603.89,-2.53
744,a,2015,1095811.94,1121708,147,25896.06,2.36
745,a,2014,2321541.29,2285552,302,-35989.29,-1.55
745,a,2015,1338711.78,1313342,176,-25369.78,-1.9
746,d,2014,1672708.47,1898283,303,225574.53,13.49
746,d,2015,1063328.08,1197405,175,134076.92,12.61
747,c,2014,2438934.39,2460902,302,21967.61,0.9
747,c,2015,1407943.31,1429974,175,22030.69,1.56
748,d,2014,1742399.56,1764951,302,22551.44,1.29
748,d,2015,1048973.84,1015919,175,-33054.84,-3.15
749,a,2014,1680144.82,1603977,302,-76167.82,-4.53
749,a,2015,994278.43,810688,175,-183590.43,-18.46
750,d,2014,697815.05,744332,147,46516.95,6.67
750,d,2015,767806.75,784194,147,16387.25,2.13
751,a,2014,1342513.95,1249044,302,-93469.95,-6.96
751,a,2015,756274.38,732412,175,-23862.38,-3.16
752,a,2014,1645355.71,1577072,302,-68283.71,-4.15
752,a,2015,928397.52,919738,175,-8659.52,-0.93
753,d,2014,2792300.28,2567300,302,-225000.28,-8.06
753,d,2015,1514228.04,1511697,175,-2531.04,-0.17
754,c,2014,2784631.94,2322781,303,-461850.94,-16.59
754,c,2015,1331075.24,1304919,176,-26156.24,-1.97
755,d,2014,3169645.75,3213381,303,43735.25,1.38
755,d,2015,1847463.66,1901707,175,54243.34,2.94
756,a,2014,5013368.0,5096164,302,82796.0,1.65
756,a,2015,2935237.41,2958278,175,23040.59,0.78
757,a,2014,1743349.11,1925987,301,182637.89,10.48
757,a,2015,1104763.21,1211294,174,106530.79,9.64
758,a,2014,1477411.82,1477683,300,271.18,0.02
758,a,2015,873740.0,853235,173,-20505.0,-2.35
759,a,2014,2086036.1,2149119,302,63082.9,3.02
759,a,2015,1263267.32,1289534,175,26266.68,2.08
760,a,2014,2280186.18,2292944,297,12757.82,0.56
760,a,2015,1412118.7,1380175,176,-31943.7,-2.26
761,a,2014,2682875.43,2629118,304,-53757.43,-2.0
761,a,2015,1563544.72,1612777,176,49232.28,3.15
762,d,2014,1147394.63,1184801,301,37406.37,3.26
762,d,2015,665375.78,763583,174,98207.22,14.76
763,d,2014,1888151.34,1896577,304,8425.66,0.45
763,d,2015,1087455.62,1074443,176,-13012.62,-1.2
764,a,2014,1002289.77,1107379,302,105089.23,10.48
764,a,2015,636159.25,677561,175,41401.75,6.51
765,a,2014,2555412.02,2598366,301,42953.98,1.68
765,a,2015,1502910.16,1527145,174,24234.84,1.61
766,d,2014,830378.71,896656,147,66277.29,7.98
766,d,2015,923976.05,998614,147,74637.95,8.08
767,a,2014,1876597.28,1844400,304,-32197.28,-1.72
767,a,2015,1069605.7,1057673,176,-11932.7,-1.12
768,a,2014,3964913.99,4004825,304,39911.01,1.01
768,a,2015,2332048.58,2334517,176,2468.42,0.11
769,b,2014,3647731.61,4080130,365,432398.39,11.85
769,b,2015,2365988.28,2576383,212,210394.72,8.89
770,a,2014,2058133.04,2016670,302,-41463.04,-2.01
770,a,2015,1175570.29,1034907,175,-140663.29,-11.97
771,a,2014,961823.82,987816,147,25992.18,2.7
771,a,2015,1018708.46,1010219,147,-8489.46,-0.83
772,d,2014,979031.68,1147063,304,168031.32,17.16
772,d,2015,660068.4,708455,175,48386.6,7.33
773,a,2014,1927636.04,1657732,303,-269904.04,-14.0
773,a,2015,978106.32,936426,175,-41680.32,-4.26
774,a,2014,1715613.12,1669990,304,-45623.12,-2.66
774,a,2015,976999.86,972607,176,-4392.86,-0.45
775,d,2014,1230848.73,1346499,147,115650.27,9.4
775,d,2015,1388178.07,1268443,147,-119735.07,-8.63
776,c,2014,1447917.68,1474789,301,26871.32,1.86
776,c,2015,857739.04,850553,174,-7186.04,-0.84
777,d,2014,1079800.12,1258694,302,178893.88,16.57
777,d,2015,709137.1,801759,174,92621.9,13.06
778,a,2014,899298.29,839787,147,-59511.29,-6.62
778,a,2015,865283.21,860120,147,-5163.21,-0.6
779,a,2014,2163029.88,2202334,302,39304.12,1.82
779,a,2015,1265183.15,1262144,176,-3039.15,-0.24
780,a,2014,2013435.09,1996488,302,-16947.09,-0.84
780,a,2015,1155495.23,1158773,176,3277.77,0.28
781,a,2014,1505931.0,1513782,302,7851.0,0.52
781,a,2015,880927.69,861590,175,-19337.69,-2.2
782,c,2014,1587561.66,1735724,302,148162.34,9.33
782,c,2015,1007247.97,1000698,175,-6549.97,-0.65
783,d,2014,2090159.71,2097114,303,6954.29,0.33
783,d,2015,1210471.15,1241121,176,30649.85,2.53
784,a,2014,2389616.69,2519428,302,129811.31,5.43
784,a,2015,1551342.42,1202596,175,-348746.42,-22.48
785,d,2014,1739642.09,2059564,302,319921.91,18.39
785,d,2015,1192027.75,1327703,175,135675.25,11.38
786,a,2014,1101672.92,1099584,302,-2088.92,-0.19
786,a,2015,654364.5,608405,175,-45959.5,-7.02
787,c,2014,3090571.56,3130151,302,39579.44,1.28
787,c,2015,1794741.86,1851639,176,56897.14,3.17
788,a,2014,5520780.98,5528074,304,7293.02,0.13
788,a,2015,3293146.95,3198239,176,-94907.95,-2.88
789,a,2014,956217.08,1037035,301,80817.92,8.45
789,a,2015,591154.3,658922,174,67767.7,11.46
790,d,2014,2296311.98,2268411,303,-27900.98,-1.22
790,d,2015,1324554.51,1327305,175,2750.49,0.21
791,a,2014,2152106.01,2368919,302,216812.99,10.07
791,a,2015,1376238.94,1519123,175,142884.06,10.38
792,d,2014,2344893.2,2239812,302,-105081.2,-4.48
792,d,2015,1321123.6,1244566,175,-76557.6,-5.79
793,d,2014,1457339.23,1461812,302,4472.77,0.31
793,d,2015,858444.25,890201,175,31756.75,3.7
794,c,2014,904281.42,934998,302,30716.58,3.4
794,c,2015,543515.11,593310,176,49794.89,9.16
795,d,2014,1402492.48,1369714,302,-32778.48,-2.34
795,d,2015,807387.34,819002,175,11614.66,1.44
796,a,2014,2136625.95,2230279,302,93653.05,4.38
796,a,2015,1293739.67,1342834,175,49094.33,3.79
797,a,2014,548752.44,638012,147,89259.56,16.27
797,a,2015,657713.99,753866,147,96152.01,14.62
798,a,2014,2308813.61,2268151,302,-40662.61,-1.76
798,a,2015,1319122.18,1319399,176,276.82,0.02
799,a,2014,2970397.29,3069292,302,98894.71,3.33
799,a,2015,1837849.47,1759614,175,-78235.47,-4.26
800,d,2014,1775281.72,1600363,302,-174918.72,-9.85
800,d,2015,1023194.69,836910,175,-186284.69,-18.21
801,d,2014,1460207.41,1490550,304,30342.59,2.08
801,d,2015,862811.12,891530,176,28718.88,3.33
802,a,2014,2123527.36,2067006,304,-56521.36,-2.66
802,a,2015,1209205.26,1236107,176,26901.74,2.22
803,d,2014,1902212.19,1705017,291,-197195.19,-10.37
803,d,2015,981126.76,1029095,175,47968.24,4.89
804,c,2014,712452.29,737138,147,24685.71,3.46
804,c,2015,759286.04,752404,147,-6882.04,-0.91
805,d,2014,1030488.88,793451,147,-237037.88,-23.0
805,d,2015,817940.2,827430,147,9489.8,1.16
806,d,2014,994766.89,995682,147,915.11,0.09
806,d,2015,1025763.57,1033046,147,7282.43,0.71
807,a,2014,2996680.57,3014001,303,17320.43,0.58
807,a,2015,1798329.07,1749412,175,-48917.07,-2.72
808,a,2014,2202480.82,2219444,302,16963.18,0.77
808,a,2015,1291704.71,1331979,176,40274.29,3.12
809,a,2014,2907975.58,2828943,302,-79032.58,-2.72
809,a,2015,1671930.06,1670609,175,-1321.06,-0.08
810,d,2014,1846487.79,1790548,302,-55939.79,-3.03
810,d,2015,1051384.99,1039637,175,-11747.99,-1.12
811,a,2014,1293971.15,1278332,304,-15639.15,-1.21
811,a,2015,741405.78,706446,176,-34959.78,-4.72
812,d,2014,1978635.81,1926861,302,-51774.81,-2.62
812,d,2015,1140846.59,1120809,176,-20037.59,-1.76
813,a,2014,1766093.89,1758433,301,-7660.89,-0.43
813,a,2015,1036206.7,1038510,174,2303.3,0.22
814,d,2014,2618356.16,2596867,303,-21489.16,-0.82
814,d,2015,1510944.6,1494587,176,-16357.59,-1.08
815,a,2014,1397316.46,1281794,147,-115522.46,-8.27
815,a,2015,1320132.87,934885,147,-385247.87,-29.18
816,c,2014,1682732.58,1506633,302,-176099.58,-10.47
816,c,2015,878649.78,862785,175,-15864.78,-1.81
817,a,2014,7247057.3,6466412,304,-780645.3,-10.77
817,a,2015,3881968.15,3558419,176,-323549.15,-8.33
818,d,2014,1762616.82,1915175,303,152558.18,8.66
818,d,2015,1127201.03,1148447,175,21245.97,1.88
819,a,2014,1886969.36,1902693,304,15723.64,0.83
819,a,2015,1123730.21,1042437,176,-81293.21,-7.23
820,a,2014,1795011.38,1810632,147,15620.62,0.87
820,a,2015,1865256.3,1738052,147,-127204.3,-6.82
821,a,2014,2166580.85,2095289,304,-71291.85,-3.29
821,a,2015,1228132.35,1242072,176,13939.65,1.14
822,a,2014,2453828.78,2374166,304,-79662.78,-3.25
822,a,2015,1362694.88,1312187,176,-50507.88,-3.71
823,a,2014,1723126.93,1811807,304,88680.07,5.15
823,a,2015,1025208.29,1066542,176,41333.71,4.03
824,a,2014,1892679.05,2252320,304,359640.95,19.0
824,a,2015,1300304.05,1272743,176,-27561.05,-2.12
825,a,2014,675143.08,613599,147,-61544.08,-9.12
825,a,2015,632409.9,747861,147,115451.1,18.26
826,a,2014,2679212.03,2684219,301,5006.97,0.19
826,a,2015,1562382.65,1576799,174,14416.35,0.92
827,a,2014,3555498.4,4026669,303,471170.6,13.25
827,a,2015,2330571.07,2514170,176,183598.93,7.88
828,d,2014,1568654.45,1596457,302,27802.55,1.77
828,d,2015,938121.71,934472,175,-3649.71,-0.39
829,c,2014,1860892.56,1799376,303,-61516.56,-3.31
829,c,2015,1049636.29,1020515,175,-29121.29,-2.77
830,a,2014,1828501.61,1914441,302,85939.39,4.7
830,a,2015,1107528.71,1129466,176,21937.29,1.98
831,a,2014,3857626.11,3897381,302,39754.89,1.03
831,a,2015,2329797.64,2248712,175,-81085.64,-3.48
832,d,2014,2051173.66,1957142,303,-94031.66,-4.58
832,d,2015,1150189.22,1170667,175,20477.78,1.78
833,d,2014,1708075.6,1677228,302,-30847.6,-1.81
833,d,2015,1012016.32,961489,175,-50527.32,-4.99
834,a,2014,1846699.01,1755859,304,-90840.01,-4.92
834,a,2015,1023011.89,1053797,176,30785.11,3.01
835,a,2014,1459374.87,1534587,290,75212.13,5.15
835,a,2015,919673.89,975944,175,56270.11,6.12
836,a,2014,1791273.27,1786999,302,-4274.27,-0.24
836,a,2015,1055498.26,1082585,176,27086.74,2.57
837,a,2014,667902.57,1172653,273,504750.43,75.57
837,a,2015,837037.41,721827,175,-115210.41,-13.76
838,d,2014,2298805.44,2480360,303,181554.56,7.9
838,d,2015,1435783.69,1536185,176,100401.31,6.99
839,c,2014,1689705.02,1660454,304,-29251.02,-1.73
839,c,2015,974785.72,720901,176,-253884.72,-26.05
840,a,2014,2334240.19,2241282,304,-92958.19,-3.98
840,a,2015,1319242.45,1232672,176,-86570.45,-6.56
841,a,2014,961499.89,907482,302,-54017.89,-5.62
841,a,2015,534923.41,479062,176,-55861.41,-10.44
842,d,2014,2575886.07,2710309,147,134422.93,5.22
842,d,2015,2793809.23,2913569,147,119759.77,4.29
843,c,2014,3161802.15,2767675,304,-394127.15,-12.47
843,c,2015,1651734.7,1591270,176,-60464.7,-3.66
844,a,2014,1300162.94,1269176,302,-30986.94,-2.38
844,a,2015,764690.38,726118,175,-38572.38,-5.04
845,d,2014,1450919.03,1477825,301,26905.97,1.85
845,d,2015,871889.8,861459,174,-10430.8,-1.2
846,a,2014,2788515.57,2861903,302,73387.43,2.63
846,a,2015,1665101.97,1622010,175,-43091.97,-2.59
847,c,2014,2217178.23,2182520,301,-34658.23,-1.56
847,c,2015,1273199.78,1188359,174,-84840.78,-6.66
848,a,2014,1801202.16,2022520,287,221317.84,12.29
848,a,2015,1166529.26,1203348,174,36818.74,3.16
849,c,2014,2452772.02,2529941,304,77168.98,3.15
849,c,2015,1467365.69,1485183,176,17817.31,1.21
850,d,2014,1784263.05,1894127,295,109863.95,6.16
850,d,2015,1164464.42,1121333,175,-43131.42,-3.7
851,d,2014,738705.18,896563,147,157857.82,21.37
851,d,2015,923955.33,781366,147,-142589.33,-15.43
852,c,2014,1463936.73,1394533,303,-69403.73,-4.74
852,c,2015,809853.17,785402,175,-24451.17,-3.02
853,a,2014,2780387.91,2807687,301,27299.09,0.98
853,a,2015,1641256.96,1671698,174,30441.04,1.85
854,c,2014,2113221.71,1977274,302,-135947.71,-6.43
854,c,2015,1163561.99,1105285,176,-58276.99,-5.01
855,a,2014,1717854.94,1752583,301,34728.06,2.02
855,a,2015,1030156.38,1054367,174,24210.62,2.35
856,a,2014,2280057.54,2118039,304,-162018.54,-7.11
856,a,2015,1246671.19,1269408,176,22736.81,1.82
857,c,2014,2140687.62,2309799,303,169111.38,7.9
857,c,2015,1298461.71,1431320,175,132858.29,10.23
858,a,2014,697034.9,687740,147,-9294.9,-1.33
858,a,2015,708677.08,733002,147,24324.92,3.43
859,c,2014,1067414.26,1103243,147,35828.74,3.36
859,c,2015,1137203.18,1158136,147,20932.82,1.84
860,c,2014,1650069.0,1804709,304,154640.0,9.37
860,c,2015,991753.87,1116749,174,124995.13,12.6
861,c,2014,983966.03,1096418,301,112451.97,11.43
861,c,2015,627345.0,676286,174,48941.0,7.8
862,a,2014,2762503.92,2592002,304,-170501.92,-6.17
862,a,2015,1484569.2,1444810,176,-39759.2,-2.68
863,a,2014,2720653.83,2668879,344,-51774.83,-1.9
863,a,2015,1542172.33,1545932,201,3759.67,0.24
864,a,2014,1316070.18,1274713,301,-41357.18,-3.14
864,a,2015,764202.87,761833,174,-2369.87,-0.31
865,d,2014,2220162.23,2303430,302,83267.77,3.75
865,d,2015,1368575.1,1438695,175,70119.9,5.12
866,d,2014,2044442.47,2133807,303,89364.53,4.37
866,d,2015,1252511.46,1253101,175,589.54,0.05
867,d,2014,1491436.01,1490373,341,-1063.01,-0.07
867,d,2015,832939.37,878456,199,45516.63,5.46
868,d,2014,3018642.8,2830905,303,-187737.8,-6.22
868,d,2015,1685061.44,1722221,175,37159.56,2.21
869,c,2014,1853579.86,1806390,302,-47189.86,-2.55
869,c,2015,1053867.78,1056364,176,2496.22,0.24
870,a,2014,2049408.86,2057689,292,8280.14,0.4
870,a,2015,1258409.99,1227152,176,-31257.99,-2.48
871,d,2014,1762510.65,1956684,303,194173.35,11.02
871,d,2015,1110152.6,1224460,175,114307.4,10.3
872,a,2014,2748667.79,2641383,302,-107284.79,-3.9
872,a,2015,1612881.83,1344199,175,-268682.83,-16.66
873,a,2014,1184684.96,1182076,302,-2608.96,-0.22
873,a,2015,687114.61,659471,176,-27643.61,-4.02
874,a,2014,1357577.15,1414192,304,56614.85,4.17
874,a,2015,821008.83,862558,176,41549.17,5.06
875,d,2014,1621093.65,1505832,302,-115261.65,-7.11
875,d,2015,894412.4,866852,175,-27560.4,-3.08
876,a,2014,2760125.5,2836563,302,76437.5,2.77
876,a,2015,1506499.82,1550092,161,43592.18,2.89
877,a,2014,2027052.56,1993750,312,-33302.56,-1.64
877,a,2015,1129905.32,1131263,180,1357.68,0.12
878,d,2014,2640054.25,2739915,302,99860.75,3.78
878,d,2015,1620732.94,1494620,175,-126112.94,-7.78
879,d,2014,533418.4,546928,147,13509.6,2.53
879,d,2015,563730.76,581519,147,17788.24,3.16
880,a,2014,2207527.02,2303737,301,96209.98,4.36
880,a,2015,1359795.22,1382686,174,22890.78,1.68
881,a,2014,1270466.93,1301905,302,31438.07,2.47
881,a,2015,770751.94,741324,175,-29427.94,-3.82
882,a,2014,2131615.06,1839513,291,-292102.06,-13.7
882,a,2015,1148269.59,1108373,175,-39896.59,-3.47
883,a,2014,1486478.42,1438632,302,-47846.42,-3.22
883,a,2015,847697.85,834932,175,-12765.85,-1.51
884,d,2014,731546.44,815113,147,83566.56,11.42
884,d,2015,840346.35,910644,147,70297.65,8.37
885,a,2014,1421875.86,1764510,301,342634.14,24.1
885,a,2015,973780.79,1092339,174,118558.21,12.18
886,a,2014,1930181.49,1965149,302,34967.51,1.81
886,a,2015,1157183.23,1182576,175,25392.77,2.19
887,d,2014,2065073.51,2034788,293,-30285.51,-1.47
887,d,2015,1248840.6,1208669,175,-40171.6,-3.22
888,d,2014,2293734.77,2498099,304,204364.23,8.91
888,d,2015,1443438.96,1547818,176,104379.04,7.23
889,d,2014,1262901.27,1270100,302,7198.73,0.57
889,d,2015,735829.87,734627,175,-1202.87,-0.16
890,a,2014,806346.4,832578,147,26231.6,3.25
890,a,2015,858870.6,915868,147,56997.4,6.64
891,a,2014,2486624.55,2451865,301,-34759.55,-1.4
891,a,2015,1458686.96,1327412,174,-131274.96,-9.0
892,a,2014,2360507.06,2322249,302,-38258.06,-1.62
892,a,2015,1353886.24,1317100,176,-36786.24,-2.72
893,a,2014,932344.87,937588,147,5243.13,0.56
893,a,2015,966447.72,953006,147,-13441.72,-1.39
894,a,2014,2684887.82,2522314,302,-162573.82,-6.06
894,a,2015,1495614.31,1484423,175,-11191.31,-0.75
895,a,2014,2757888.7,2835981,301,78092.3,2.83
895,a,2015,1671035.24,1731274,174,60238.76,3.6
896,a,2014,2166046.99,2119896,304,-46150.99,-2.13
896,a,2015,1203190.23,1218822,176,15631.77,1.3
897,c,2014,1149312.93,1002221,302,-147091.93,-12.8
897,c,2015,558068.14,604307,175,46238.86,8.29
898,a,2014,2059647.74,1997675,303,-61972.74,-3.01
898,a,2015,1157556.93,1179960,176,22403.07,1.94
899,d,2014,1626863.55,1609530,302,-17333.55,-1.07
899,d,2015,956894.71,922910,176,-33984.71,-3.55
900,a,2014,822830.18,848595,147,25764.82,3.13
900,a,2015,874433.25,928941,147,54507.75,6.23
901,a,2014,2284584.09,2195985,304,-88599.09,-3.88
901,a,2015,1290376.02,1257087,176,-33289.02,-2.58
902,a,2014,736619.13,702990,147,-33629.13,-4.57
902,a,2015,724066.44,697944,147,-26122.44,-3.61
903,d,2014,1694289.77,1748869,147,54579.23,3.22
903,d,2015,1801939.16,1738583,147,-63356.16,-3.52
904,d,2014,961977.34,859740,147,-102237.34,-10.63
904,d,2015,886029.84,879850,147,-6179.84,-0.7
905,a,2014,3197357.19,2349633,302,-847724.19,-26.51
905,a,2015,1491780.85,1197349,175,-294431.85,-19.74
906,a,2014,3545070.4,3250629,303,-294441.4,-8.31
906,a,2015,1959519.49,1848595,175,-110924.49,-5.66
907,a,2014,1783631.28,1957638,302,174006.72,9.76
907,a,2015,1122780.5,1198492,175,75711.5,6.74
908,a,2014,1368483.67,1261352,303,-107131.67,-7.83
908,a,2015,752303.57,719914,175,-32389.57,-4.31
909,a,2014,1515603.87,1556399,147,40795.13,2.69
909,a,2015,1603722.54,1680783,147,77060.46,4.81
910,d,2014,1726356.25,1735908,302,9551.75,0.55
910,d,2015,999309.31,1038948,175,39638.69,3.97
911,a,2014,3053934.17,3052530,304,-1404.17,-0.05
911,a,2015,1756504.38,1735237,176,-21267.38,-1.21
912,c,2014,1798657.32,1763182,304,-35475.32,-1.97
912,c,2015,990783.48,1013366,176,22582.52,2.28
913,a,2014,2836207.45,2635901,301,-200306.45,-7.06
913,a,2015,1556134.07,1513001,174,-43133.07,-2.77
914,c,2014,2942758.15,2926836,304,-15922.15,-0.54
914,c,2015,1680283.28,1672742,176,-7541.28,-0.45
915,d,2014,949001.36,899429,147,-49572.36,-5.22
915,d,2015,926311.04,988271,147,61959.96,6.69
916,a,2014,1630278.08,1628194,301,-2084.08,-0.13
916,a,2015,950592.0,968312,174,17720.0,1.86
917,a,2014,2102912.5,2029156,302,-73756.5,-3.51
917,a,2015,1194708.98,1154378,175,-40330.98,-3.38
918,a,2014,1578669.93,1594787,302,16117.07,1.02
918,a,2015,924356.9,920750,176,-3606.9,-0.39
919,a,2014,823665.65,809193,147,-14472.65,-1.76
919,a,2015,833894.6,820166,147,-13728.6,-1.65
920,a,2014,789180.54,826701,147,37520.46,4.75
920,a,2015,852106.93,987681,147,135574.07,15.91
921,a,2014,3125042.76,2764652,302,-360390.76,-11.53
921,a,2015,1670019.36,1593591,176,-76428.36,-4.58
922,d,2014,2206920.89,2242873,298,35952.11,1.63
922,d,2015,1361591.18,1329737,175,-31854.18,-2.34
923,a,2014,1650721.7,1606192,304,-44529.7,-2.7
923,a,2015,949084.47,959975,176,10890.53,1.15
924,a,2014,1495498.76,1445028,302,-50470.76,-3.37
924,a,2015,852075.48,808265,175,-43810.48,-5.14
925,c,2014,1915373.85,2028784,292,113410.15,5.92
925,c,2015,1235588.76,1206408,174,-29180.76,-2.36
926,d,2014,2141130.77,2247935,302,106804.23,4.99
926,d,2015,1331740.22,1333123,175,1382.78,0.1
927,a,2014,2057426.03,1966070,302,-91356.03,-4.44
927,a,2015,1155603.21,1161946,175,6342.79,0.55
928,d,2014,2377856.52,2486981,302,109124.48,4.59
928,d,2015,1473984.61,1452526,175,-21458.61,-1.46
929,a,2014,1795484.4,1780636,304,-14848.4,-0.83
929,a,2015,1037497.55,1037308,176,-189.55,-0.02
930,a,2014,2310276.43,2129342,302,-180934.43,-7.83
930,a,2015,1250336.97,1200364,175,-49972.97,-4.0
931,a,2014,1228133.39,1229887,338,1753.61,0.14
931,a,2015,713492.29,712634,197,-858.29,-0.12
932,a,2014,1101582.75,1063864,147,-37718.75,-3.42
932,a,2015,1096885.5,1104846,147,7960.5,0.73
933,a,2014,2253361.38,2219907,302,-33454.38,-1.48
933,a,2015,1275559.78,1315089,176,39529.22,3.1
934,a,2014,2069463.19,2070644,302,1180.81,0.06
934,a,2015,1209300.47,1192536,175,-16764.47,-1.39
935,a,2014,1724372.63,1746832,304,22459.37,1.3
935,a,2015,983011.77,1011505,176,28493.23,2.9
936,a,2014,2299919.69,2070564,302,-229355.69,-9.97
936,a,2015,1231493.04,1196392,175,-35101.04,-2.85
937,d,2014,2180182.24,2170787,303,-9395.24,-0.43
937,d,2015,1292231.24,1364096,175,71864.76,5.56
938,a,2014,2923971.8,2868424,304,-55547.8,-1.9
938,a,2015,1696137.34,1670281,176,-25856.34,-1.52
939,d,2014,1832527.74,1825011,302,-7516.74,-0.41
939,d,2015,1073642.55,1054957,175,-18685.55,-1.74
940,d,2014,2143936.87,2235072,302,91135.13,4.25
940,d,2015,1286370.45,1342705,176,56334.55,4.38
941,a,2014,708234.67,737230,147,28995.33,4.09
941,a,2015,759965.27,791393,147,31427.73,4.14
942,d,2014,1798322.97,1857839,303,59516.03,3.31
942,d,2015,1086906.33,1130841,175,43934.67,4.04
943,d,2014,2097330.08,2137534,302,40203.92,1.92
943,d,2015,1244106.11,1259466,175,15359.89,1.23
944,c,2014,2595179.92,2408855,304,-186324.92,-7.18
944,c,2015,1361314.43,1295791,176,-65523.43,-4.81
945,a,2014,1381454.34,1329829,304,-51625.34,-3.74
945,a,2015,760384.47,760387,176,2.53,0.0
946,a,2014,1332217.32,1241339,302,-90878.32,-6.82
946,a,2015,740676.16,741710,175,1033.84,0.14
947,a,2014,2651436.03,2468532,295,-182904.03,-6.9
947,a,2015,1485361.53,1377379,174,-107982.53,-7.27
948,b,2014,2242892.98,2640020,365,397127.02,17.71
948,b,2015,1546240.12,1705670,212,159429.88,10.31
949,a,2014,1668353.53,1632505,304,-35848.53,-2.15
949,a,2015,969088.69,943571,176,-25517.69,-2.63
950,a,2014,1807806.55,1692203,300,-115603.55,-6.39
950,a,2015,1008729.37,999705,174,-9024.37,-0.89
951,d,2014,2280362.11,2402232,302,121869.89,5.34
951,d,2015,1386712.23,1446825,175,60112.77,4.33
952,d,2014,990437.81,950686,147,-39751.81,-4.01
952,d,2015,979079.33,922787,147,-56292.33,-5.75
953,a,2014,1625480.05,1631708,303,6227.95,0.38
953,a,2015,952359.82,955593,176,3233.18,0.34
954,a,2014,2103359.07,2189945,302,86585.93,4.12
954,a,2015,1294608.79,1198209,175,-96399.79,-7.45
955,d,2014,1280069.08,1533123,302,253053.92,19.77
955,d,2015,882565.48,903337,175,20771.52,2.35
956,a,2014,1314040.91,1145231,301,-168809.91,-12.85
956,a,2015,699823.46,571995,174,-127828.46,-18.27
957,d,2014,2388831.65,2411344,304,22512.35,0.94
957,d,2015,1403645.72,1465131,176,61485.28,4.38
958,a,2014,1470893.42,1204163,304,-266730.42,-18.13
958,a,2015,704440.9,696572,176,-7868.9,-1.12
959,a,2014,2195425.55,2121200,304,-74225.55,-3.38
959,a,2015,1245033.36,1278063,176,33029.64,2.65
960,d,2014,2028379.52,2064229,303,35849.48,1.77
960,d,2015,1207186.2,1221603,175,14416.8,1.19
961,d,2014,1995426.68,1990049,302,-5377.68,-0.27
961,d,2015,1163064.36,1156944,175,-6120.36,-0.53
962,c,2014,1885174.45,2016113,289,130938.55,6.95
962,c,2015,1279108.17,1205765,175,-73343.17,-5.73
963,a,2014,3293337.34,3250783,302,-42554.34,-1.29
963,a,2015,1881935.69,1943547,175,61611.31,3.27
964,a,2014,3036325.78,3016398,301,-19927.78,-0.66
964,a,2015,1774480.08,1620180,174,-154300.08,-8.7
965,a,2014,2643241.61,2647581,303,4339.39,0.16
965,a,2015,1524799.78,1418710,175,-106089.78,-6.96
966,a,2014,1463333.89,1474064,302,10730.11,0.73
966,a,2015,868753.81,860152,175,-8601.81,-0.99
967,a,2014,2893874.85,2504650,302,-389224.85,-13.45
967,a,2015,1489582.19,1421137,175,-68445.19,-4.59
968,c,2014,2154234.65,2218261,302,64026.35,2.97
968,c,2015,1310452.28,1302458,176,-7994.28,-0.61
969,a,2014,994639.89,1093164,301,98524.11,9.91
969,a,2015,618069.73,678102,174,60032.27,9.71
970,a,2014,1056922.8,997046,303,-59876.8,-5.67
970,a,2015,606945.29,552481,175,-54464.29,-8.97
971,c,2014,2516196.6,2494976,303,-21220.6,-0.84
971,c,2015,1361737.87,1459512,166,97774.13,7.18
972,a,2014,816501.23,806075,230,-10426.23,-1.28
972,a,2015,426820.93,401243,122,-25577.93,-5.99
973,d,2014,1699097.37,2090033,302,390935.63,23.01
973,d,2015,1150905.39,1281423,175,130517.61,11.34
974,a,2014,1689055.21,1644611,147,-44444.21,-2.63
974,a,2015,1693961.42,1819699,147,125737.58,7.42
975,a,2014,2465379.42,2286099,302,-179280.42,-7.27
975,a,2015,1327247.31,1335696,175,8448.69,0.64
976,a,2014,2118332.71,2151214,302,32881.29,1.55
976,a,2015,1286357.46,1229738,175,-56619.46,-4.4
977,a,2014,747830.5,682977,147,-64853.5,-8.67
977,a,2015,704517.89,685446,147,-19071.89,-2.71
978,c,2014,2106027.99,2256024,302,149996.01,7.12
978,c,2015,1306434.94,1328594,176,22159.06,1.7
