Store,StoreType,Revenue,VariableCost,FixedCost,ContributionMargin,OperatingProfit,TradingDays,TotalCost,CMRatioPct,OperatingMarginPct
921,a,4358243,3486594.4,430200.0,871648.6,441448.6,478,3916794.4,20.0,10.13
922,d,3572610,2893814.1,425700.0,678795.9,253095.9,473,3319514.1,19.0,7.08
923,a,2566167,2052933.6,432000.0,513233.4,81233.4,480,2484933.6,20.0,3.17
924,a,2253293,1802634.4,429300.0,450658.6,21358.6,477,2231934.4,20.0,0.95
925,c,3235192,2555801.68,419400.0,679390.32,259990.32,466,2975201.68,21.0,8.04
926,d,3581058,2900656.98,429300.0,680401.02,251101.02,477,3329956.98,19.0,7.01
927,a,3128016,2502412.8,429300.0,625603.2,196303.2,477,2931712.8,20.0,6.28
928,d,3939507,3191000.67,429300.0,748506.33,319206.33,477,3620300.67,19.0,8.1
929,a,2817944,2254355.2,432000.0,563588.8,131588.8,480,2686355.2,20.0,4.67
930,a,3329706,2663764.8,429300.0,665941.2,236641.2,477,3093064.8,20.0,7.11
931,a,1942521,1554016.8,481500.0,388504.2,-92995.8,535,2035516.8,20.0,-4.79
932,a,2168710,1734968.0,264600.0,433742.0,169142.0,294,1999568.0,20.0,7.8
933,a,3534996,2827996.8,430200.0,706999.2,276799.2,478,3258196.8,20.0,7.83
934,a,3263180,2610544.0,429300.0,652636.0,223336.0,477,3039844.0,20.0,6.84
935,a,2758337,2206669.6,432000.0,551667.4,119667.4,480,2638669.6,20.0,4.34
936,a,3266956,2613564.8,429300.0,653391.2,224091.2,477,3042864.8,20.0,6.86
937,d,3534883,2863255.23,430200.0,671627.77,241427.77,478,3293455.23,19.0,6.83
938,a,4538705,3630964.0,432000.0,907741.0,475741.0,480,4062964.0,20.0,10.48
939,d,2879968,2332774.08,429300.0,547193.92,117893.92,477,2762074.08,19.0,4.09
940,d,3577777,2897999.37,430200.0,679777.63,249577.63,478,3328199.37,19.0,6.98
941,a,1528623,1222898.4,264600.0,305724.6,41124.6,294,1487498.4,20.0,2.69
942,d,2988680,2420830.8,430200.0,567849.2,137649.2,478,2851030.8,19.0,4.61
943,d,3397000,2751570.0,429300.0,645430.0,216130.0,477,3180870.0,19.0,6.36
944,c,3704646,2926670.34,432000.0,777975.66,345975.66,480,3358670.34,21.0,9.34
945,a,2090216,1672172.8,432000.0,418043.2,-13956.8,480,2104172.8,20.0,-0.67
946,a,1983049,1586439.2,429300.0,396609.8,-32690.2,477,2015739.2,20.0,-1.65
947,a,3845911,3076728.8,422100.0,769182.2,347082.2,469,3498828.8,20.0,9.02
948,b,4345690,3606922.7,519300.0,738767.3,219467.3,577,4126222.7,17.0,5.05
949,a,2576076,2060860.8,432000.0,515215.2,83215.2,480,2492860.8,20.0,3.23
950,a,2691908,2153526.4,426600.0,538381.6,111781.6,474,2580126.4,20.0,4.15
951,d,3849057,3117736.17,429300.0,731320.83,302020.83,477,3547036.17,19.0,7.85
952,d,1873473,1517513.13,264600.0,355959.87,91359.87,294,1782113.13,19.0,4.88
953,a,2587301,2069840.8,431100.0,517460.2,86360.2,479,2500940.8,20.0,3.34
954,a,3388154,2710523.2,429300.0,677630.8,248330.8,477,3139823.2,20.0,7.33
955,d,2436460,1973532.6,429300.0,462927.4,33627.4,477,2402832.6,19.0,1.38
956,a,1717226,1373780.8,427500.0,343445.2,-84054.8,475,1801280.8,20.0,-4.89
957,d,3876475,3139944.75,432000.0,736530.25,304530.25,480,3571944.75,19.0,7.86
958,a,1900735,1520588.0,432000.0,380147.0,-51853.0,480,1952588.0,20.0,-2.73
959,a,3399263,2719410.4,432000.0,679852.6,247852.6,480,3151410.4,20.0,7.29
960,d,3285832,2661523.92,430200.0,624308.08,194108.08,478,3091723.92,19.0,5.91
961,d,3146993,2549064.33,429300.0,597928.67,168628.67,477,2978364.33,19.0,5.36
962,c,3221878,2545283.62,417600.0,676594.38,258994.38,464,2962883.62,21.0,8.04
963,a,5194330,4155464.0,429300.0,1038866.0,609566.0,477,4584764.0,20.0,11.74
964,a,4636578,3709262.4,427500.0,927315.6,499815.6,475,4136762.4,20.0,10.78
965,a,4066291,3253032.8,430200.0,813258.2,383058.2,478,3683232.8,20.0,9.42
966,a,2334216,1867372.8,429300.0,466843.2,37543.2,477,2296672.8,20.0,1.61
967,a,3925787,3140629.6,429300.0,785157.4,355857.4,477,3569929.6,20.0,9.06
968,c,3520719,2781368.01,430200.0,739350.99,309150.99,478,3211568.01,21.0,8.78
969,a,1771266,1417012.8,427500.0,354253.2,-73246.8,475,1844512.8,20.0,-4.14
970,a,1549527,1239621.6,430200.0,309905.4,-120294.6,478,1669821.6,20.0,-7.76
971,c,3954488,3124045.52,422100.0,830442.48,408342.48,469,3546145.52,21.0,10.33
972,a,1207318,965854.4,316800.0,241463.6,-75336.4,352,1282654.4,20.0,-6.24
973,d,3371456,2730879.36,429300.0,640576.64,211276.64,477,3160179.36,19.0,6.27
974,a,3464310,2771448.0,264600.0,692862.0,428262.0,294,3036048.0,20.0,12.36
975,a,3621795,2897436.0,429300.0,724359.0,295059.0,477,3326736.0,20.0,8.15
976,a,3380952,2704761.6,429300.0,676190.4,246890.4,477,3134061.6,20.0,7.3
977,a,1368423,1094738.4,264600.0,273684.6,9084.6,294,1359338.4,20.0,0.66
978,c,3584618,2831848.22,430200.0,752769.78,322569.78,478,3262048.22,21.0,9.0
979,a,3104835,2483868.0,431100.0,620967.0,189867.0,479,2914968.0,20.0,6.12
980,a,3319556,2655644.8,429300.0,663911.2,234611.2,477,3084944.8,20.0,7.07
981,d,3522357,2853109.17,429300.0,669247.83,239947.83,477,3282409.17,19.0,6.81
982,d,3965542,3212089.02,430200.0,753452.98,323252.98,478,3642289.02,19.0,8.15
983,a,4354955,3483964.0,423000.0,870991.0,447991.0,470,3906964.0,20.0,10.29
984,c,2957257,2336233.03,427500.0,621023.97,193523.97,475,2763733.03,21.0,6.54
985,c,3995031,3156074.49,427500.0,838956.51,411456.51,475,3583574.49,21.0,10.3
986,a,2607905,2086324.0,422100.0,521581.0,99481.0,469,2508424.0,20.0,3.81
987,c,3273723,2586241.17,432000.0,687481.83,255481.83,480,3018241.17,21.0,7.8
988,a,2228509,1782807.2,432000.0,445701.8,13701.8,480,2214807.2,20.0,0.61
989,a,1548873,1239098.4,264600.0,309774.6,45174.6,294,1503698.4,20.0,2.92
990,d,3093717,2505910.77,430200.0,587806.23,157606.23,478,2936110.77,19.0,5.09
991,a,2778171,2222536.8,429300.0,555634.2,126334.2,477,2651836.8,20.0,4.55
992,a,2684527,2147621.6,429300.0,536905.4,107605.4,477,2576921.6,20.0,4.01
993,d,3628920,2939425.2,430200.0,689494.8,259294.8,478,3369625.2,19.0,7.15
994,a,2224098,1779278.4,429300.0,444819.6,15519.6,477,2208578.4,20.0,0.7
995,d,4574010,3704948.1,430200.0,869061.9,438861.9,478,4135148.1,19.0,9.59
996,c,3213472,2538642.88,430200.0,674829.12,244629.12,478,2968842.88,21.0,7.61
997,d,2427119,1965966.39,430200.0,461152.61,30952.61,478,2396166.39,19.0,1.28
998,a,2082846,1666276.8,427500.0,416569.2,-10930.8,475,2093776.8,20.0,-0.52
999,d,4403173,3566570.13,430200.0,836602.87,406402.87,478,3996770.13,19.0,9.23
1000,a,2101237,1680989.6,264600.0,420247.4,155647.4,294,1945589.6,20.0,7.41
1001,c,2659992,2101393.68,431100.0,558598.32,127498.32,479,2532493.68,21.0,4.79
1002,d,3036742,2459761.02,432000.0,576980.98,144980.98,480,2891761.02,19.0,4.77
1003,a,3411765,2729412.0,429300.0,682353.0,253053.0,477,3158712.0,20.0,7.42
1004,d,1555822,1260215.82,264600.0,295606.18,31006.18,294,1524815.82,19.0,1.99
1005,a,2963870,2371096.0,429300.0,592774.0,163474.0,477,2800396.0,20.0,5.52
1006,c,3196112,2524928.48,429300.0,671183.52,241883.52,477,2954228.48,21.0,7.57
1007,c,3459990,2733392.1,432000.0,726597.9,294597.9,480,3165392.1,21.0,8.51
1008,a,2619131,2095304.8,432000.0,523826.2,91826.2,480,2527304.8,20.0,3.51
1009,a,1410172,1128137.6,264600.0,282034.4,17434.4,294,1392737.6,20.0,1.24
1010,d,4409842,3571972.02,432000.0,837869.98,405869.98,480,4003972.02,19.0,9.2
1011,a,3830854,3064683.2,429300.0,766170.8,336870.8,477,3493983.2,20.0,8.79
1012,d,1808000,1464480.0,264600.0,343520.0,78920.0,294,1729080.0,19.0,4.37
1013,a,1913824,1531059.2,429300.0,382764.8,-46535.2,477,1960359.2,20.0,-2.43
1014,a,5867876,4694300.8,429300.0,1173575.2,744275.2,477,5123600.8,20.0,12.68
1015,d,2943641,2384349.21,429300.0,559291.79,129991.79,477,2813649.21,19.0,4.42
1016,c,2641005,2086393.95,429300.0,554611.05,125311.05,477,2515693.95,21.0,4.74
1017,c,3299079,2606272.41,418500.0,692806.59,274306.59,465,3024772.41,21.0,8.31
1018,c,5581127,4409090.33,430200.0,1172036.67,741836.67,478,4839290.33,21.0,13.29
1019,d,2713142,2197645.02,264600.0,515496.98,250896.98,294,2462245.02,19.0,9.25
1020,a,4236057,3388845.6,430200.0,847211.4,417011.4,478,3819045.6,20.0,9.84
1021,a,4216661,3373328.8,419400.0,843332.2,423932.2,466,3792728.8,20.0,10.05
1022,a,3614901,2891920.8,429300.0,722980.2,293680.2,477,3321220.8,20.0,8.12
1023,c,2832165,2237410.35,430200.0,594754.65,164554.65,478,2667610.35,21.0,5.81
1024,c,2954728,2334235.12,432000.0,620492.88,188492.88,480,2766235.12,21.0,6.38
1025,a,3499422,2799537.6,427500.0,699884.4,272384.4,475,3227037.6,20.0,7.78
1026,c,4539924,3586539.96,429300.0,953384.04,524084.04,477,4015839.96,21.0,11.54
1027,a,3877045,3101636.0,264600.0,775409.0,510809.0,294,3366236.0,20.0,13.18
1028,a,2370036,1896028.8,429300.0,474007.2,44707.2,477,2325328.8,20.0,1.89
1029,a,2623312,2098649.6,429300.0,524662.4,95362.4,477,2527949.6,20.0,3.64
1030,a,1710626,1368500.8,429300.0,342125.2,-87174.8,477,1797800.8,20.0,-5.1
1031,d,2339703,1895159.43,429300.0,444543.57,15243.57,477,2324459.43,19.0,0.65
1032,d,4382270,3549638.7,429300.0,832631.3,403331.3,477,3978938.7,19.0,9.2
1033,a,6650255,5320204.0,432000.0,1330051.0,898051.0,480,5752204.0,20.0,13.5
1034,a,3142588,2514070.4,430200.0,628517.6,198317.6,478,2944270.4,20.0,6.31
1035,a,2310241,1848192.8,430200.0,462048.2,31848.2,478,2278392.8,20.0,1.38
1036,d,2450133,1984607.73,429300.0,465525.27,36225.27,477,2413907.73,19.0,1.48
1037,a,3267489,2613991.2,430200.0,653497.8,223297.8,478,3044191.2,20.0,6.83
1038,d,1677549,1358814.69,264600.0,318734.31,54134.31,294,1623414.69,19.0,3.23
1039,a,4052286,3241828.8,429300.0,810457.2,381157.2,477,3671128.8,20.0,9.41
1040,a,4233734,3386987.2,429300.0,846746.8,417446.8,477,3816287.2,20.0,9.86
1041,c,1782809,1408419.11,264600.0,374389.89,109789.89,294,1673019.11,21.0,6.16
1042,a,1998437,1598749.6,429300.0,399687.4,-29612.6,477,2028049.6,20.0,-1.48
1043,c,4092026,3232700.54,429300.0,859325.46,430025.46,477,3662000.54,21.0,10.51
1044,c,3142795,2482808.05,427500.0,659986.95,232486.95,475,2910308.05,21.0,7.4
1045,a,4072392,3257913.6,485100.0,814478.4,329378.4,539,3743013.6,20.0,8.09
1046,d,4272988,3461120.28,429300.0,811867.72,382567.72,477,3890420.28,19.0,8.95
1047,a,2339880,1871904.0,427500.0,467976.0,40476.0,475,2299404.0,20.0,1.73
1048,d,3434397,2781861.57,431100.0,652535.43,221435.43,479,3212961.57,19.0,6.45
1049,a,1173928,939142.4,264600.0,234785.6,-29814.4,294,1203742.4,20.0,-2.54
1050,d,3579132,2899096.92,430200.0,680035.08,249835.08,478,3329296.92,19.0,6.98
1051,c,3618575,2858674.25,417600.0,759900.75,342300.75,464,3276274.25,21.0,9.46
1052,a,3497481,2797984.8,429300.0,699496.2,270196.2,477,3227284.8,20.0,7.73
1053,a,4317257,3453805.6,432000.0,863451.4,431451.4,480,3885805.6,20.0,9.99
1054,a,2961158,2368926.4,432000.0,592231.6,160231.6,480,2800926.4,20.0,5.41
1055,c,3788731,2993097.49,431100.0,795633.51,364533.51,479,3424197.49,21.0,9.62
1056,d,1281782,1038243.42,264600.0,243538.58,-21061.42,294,1302843.42,19.0,-1.64
1057,d,3100368,2511298.08,432000.0,589069.92,157069.92,480,2943298.08,19.0,5.07
1058,a,3507317,2805853.6,429300.0,701463.4,272163.4,477,3235153.6,20.0,7.76
1059,c,4120125,3254898.75,432000.0,865226.25,433226.25,480,3686898.75,21.0,10.51
1060,a,3558170,2846536.0,429300.0,711634.0,282334.0,477,3275836.0,20.0,7.93
1061,d,3745149,3033570.69,427500.0,711578.31,284078.31,475,3461070.69,19.0,7.59
1062,d,3035474,2458733.94,429300.0,576740.06,147440.06,477,2888033.94,19.0,4.86
1063,a,2114698,1691758.4,432000.0,422939.6,-9060.4,480,2123758.4,20.0,-0.43
1064,a,4615603,3692482.4,429300.0,923120.6,493820.6,477,4121782.4,20.0,10.7
1065,a,1248777,999021.6,264600.0,249755.4,-14844.6,294,1263621.6,20.0,-1.19
1066,a,5302198,4241758.4,429300.0,1060439.6,631139.6,477,4671058.4,20.0,11.9
1067,d,1761678,1426959.18,264600.0,334718.82,70118.82,294,1691559.18,19.0,3.98
1068,d,2192139,1775632.59,427500.0,416506.41,-10993.59,475,2203132.59,19.0,-0.5
1069,a,3052580,2442064.0,431100.0,610516.0,179416.0,479,2873164.0,20.0,5.88
1070,c,3433111,2712157.69,432000.0,720953.31,288953.31,480,3144157.69,21.0,8.42
1071,a,2922244,2337795.2,432000.0,584448.8,152448.8,480,2769795.2,20.0,5.22
1072,a,3316990,2653592.0,429300.0,663398.0,234098.0,477,3082892.0,20.0,7.06
1073,a,3630020,2904016.0,429300.0,726004.0,296704.0,477,3333316.0,20.0,8.17
1074,c,2520595,1991270.05,430200.0,529324.95,99124.95,478,2421470.05,21.0,3.93
1075,a,5479683,4383746.4,432000.0,1095936.6,663936.6,480,4815746.4,20.0,12.12
1076,a,1836887,1469509.6,429300.0,367377.4,-61922.6,477,1898809.6,20.0,-3.37
1077,a,2170789,1736631.2,429300.0,434157.8,4857.8,477,2165931.2,20.0,0.22
1078,d,3451637,2795825.97,427500.0,655811.03,228311.03,475,3223325.97,19.0,6.61
1079,a,4089763,3271810.4,430200.0,817952.6,387752.6,478,3702010.4,20.0,9.48
1080,a,3035552,2428441.6,264600.0,607110.4,342510.4,294,2693041.6,20.0,11.28
1081,b,2344045,1945557.35,356400.0,398487.65,42087.65,396,2301957.35,17.0,1.8
1082,c,3316548,2620072.92,430200.0,696475.08,266275.08,478,3050272.92,21.0,8.03
1083,d,2645202,2142613.62,430200.0,502588.38,72388.38,478,2572813.62,19.0,2.74
1084,a,2994938,2395950.4,431100.0,598987.6,167887.6,479,2827050.4,20.0,5.61
1085,c,3578451,2826976.29,432000.0,751474.71,319474.71,480,3258976.29,21.0,8.93
1086,a,3136606,2509284.8,430200.0,627321.2,197121.2,478,2939484.8,20.0,6.28
1087,d,3067600,2484756.0,432000.0,582844.0,150844.0,480,2916756.0,19.0,4.92
1088,a,2494819,1995855.2,429300.0,498963.8,69663.8,477,2425155.2,20.0,2.79
1089,d,4915282,3981378.42,429300.0,933903.58,504603.58,477,4410678.42,19.0,10.27
1090,a,3129799,2503839.2,430200.0,625959.8,195759.8,478,2934039.2,20.0,6.25
1091,a,4049450,3239560.0,432000.0,809890.0,377890.0,480,3671560.0,20.0,9.33
1092,a,3579931,2863944.8,264600.0,715986.2,451386.2,294,3128544.8,20.0,12.61
1093,c,4023548,3178602.92,430200.0,844945.08,414745.08,478,3608802.92,21.0,10.31
1094,d,1388874,1124987.94,264600.0,263886.06,-713.94,294,1389587.94,19.0,-0.05
1095,a,2309688,1847750.4,431100.0,461937.6,30837.6,479,2278850.4,20.0,1.34
1096,a,2804608,2243686.4,429300.0,560921.6,131621.6,477,2672986.4,20.0,4.69
1097,b,5849455,4855047.65,519300.0,994407.35,475107.35,577,5374347.65,17.0,8.12
1098,a,2537831,2030264.8,430200.0,507566.2,77366.2,478,2460464.8,20.0,3.05
1099,a,4162445,3329956.0,492300.0,832489.0,340189.0,547,3822256.0,20.0,8.17
1100,a,2471609,1977287.2,420300.0,494321.8,74021.8,467,2397587.2,20.0,2.99
1101,d,4882532,3954850.92,432000.0,927681.08,495681.08,480,4386850.92,19.0,10.15
1102,a,2077026,1661620.8,264600.0,415405.2,150805.2,294,1926220.8,20.0,7.26
1103,d,2588901,2097009.81,430200.0,491891.19,61691.19,478,2527209.81,19.0,2.38
1104,d,1603024,1298449.44,264600.0,304574.56,39974.56,294,1563049.44,19.0,2.49
1105,c,2388558,1886960.82,429300.0,501597.18,72297.18,477,2316260.82,21.0,3.03
1106,a,2387764,1910211.2,432000.0,477552.8,45552.8,480,2342211.2,20.0,1.91
1107,a,1880502,1504401.6,264600.0,376100.4,111500.4,294,1769001.6,20.0,5.93
1108,a,2804460,2243568.0,430200.0,560892.0,130692.0,478,2673768.0,20.0,4.66
1109,c,1455603,1149926.37,264600.0,305676.63,41076.63,294,1414526.37,21.0,2.82
1110,c,2246422,1774673.38,431100.0,471748.62,40648.62,479,2205773.38,21.0,1.81
1111,a,2445899,1956719.2,429300.0,489179.8,59879.8,477,2386019.2,20.0,2.45
1112,c,4540664,3587124.56,429300.0,953539.44,524239.44,477,4016424.56,21.0,11.55
1113,a,3207378,2565902.4,432000.0,641475.6,209475.6,480,2997902.4,20.0,6.53
1114,a,10037044,8029635.2,432000.0,2007408.8,1575408.8,480,8461635.2,20.0,15.7
1115,d,3227506,2614279.86,430200.0,613226.14,183026.14,478,3044479.86,19.0,5.67
