Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
607,4,2015-07-30,4331,460,1,1,0,1
608,4,2015-07-30,13085,1129,1,1,0,1
609,4,2015-07-30,4995,492,1,1,0,1
610,4,2015-07-30,4228,470,1,1,0,1
611,4,2015-07-30,6291,498,1,1,0,0
612,4,2015-07-30,7850,442,1,1,0,0
613,4,2015-07-30,6872,903,1,1,0,1
614,4,2015-07-30,7054,975,1,1,0,1
615,4,2015-07-30,10078,1213,1,1,0,1
616,4,2015-07-30,8137,733,1,1,0,1
617,4,2015-07-30,7335,645,1,1,0,1
618,4,2015-07-30,8189,524,1,1,0,1
619,4,2015-07-30,7351,529,1,1,0,0
620,4,2015-07-30,9976,803,1,1,0,0
621,4,2015-07-30,5837,744,1,1,0,1
622,4,2015-07-30,5412,406,1,1,0,1
623,4,2015-07-30,7454,807,1,1,0,1
624,4,2015-07-30,8159,720,1,1,0,1
625,4,2015-07-30,6807,652,1,1,0,1
626,4,2015-07-30,12281,952,1,1,0,1
627,4,2015-07-30,7760,694,1,1,0,1
628,4,2015-07-30,7670,806,1,1,0,1
629,4,2015-07-30,7252,565,1,1,0,0
630,4,2015-07-30,7768,843,1,1,0,1
631,4,2015-07-30,5650,574,1,1,0,1
632,4,2015-07-30,7772,900,1,1,0,1
633,4,2015-07-30,6617,474,1,1,0,0
634,4,2015-07-30,8270,755,1,1,0,1
635,4,2015-07-30,7676,659,1,1,0,1
636,4,2015-07-30,9084,914,1,1,0,0
637,4,2015-07-30,11803,859,1,1,0,0
638,4,2015-07-30,7197,536,1,1,0,0
639,4,2015-07-30,4862,437,1,1,0,1
640,4,2015-07-30,10850,730,1,1,0,1
641,4,2015-07-30,6726,625,1,1,0,1
642,4,2015-07-30,3287,394,1,1,0,1
643,4,2015-07-30,8543,880,1,1,0,1
644,4,2015-07-30,10081,1070,1,1,0,0
645,4,2015-07-30,15681,1599,1,1,0,1
646,4,2015-07-30,5992,764,1,1,0,0
647,4,2015-07-30,6260,612,1,1,0,1
648,4,2015-07-30,6861,543,1,1,0,1
649,4,2015-07-30,3538,358,1,1,0,1
650,4,2015-07-30,7171,687,1,1,0,0
651,4,2015-07-30,7241,850,1,1,0,1
652,4,2015-07-30,8503,791,1,1,0,1
653,4,2015-07-30,7396,536,1,1,0,1
654,4,2015-07-30,8114,760,1,1,0,1
655,4,2015-07-30,9988,757,1,1,0,1
656,4,2015-07-30,3944,377,1,1,0,1
657,4,2015-07-30,6264,721,1,1,0,1
658,4,2015-07-30,5765,550,1,1,0,1
659,4,2015-07-30,5801,661,1,1,0,1
660,4,2015-07-30,7027,655,1,1,0,0
661,4,2015-07-30,6335,485,1,1,0,1
662,4,2015-07-30,8656,729,1,1,0,1
663,4,2015-07-30,7084,871,1,1,0,1
664,4,2015-07-30,6431,663,1,1,0,1
665,4,2015-07-30,9400,1303,1,1,0,1
666,4,2015-07-30,10116,828,1,1,0,1
667,4,2015-07-30,9417,764,1,1,0,1
668,4,2015-07-30,9491,1115,1,1,0,1
669,4,2015-07-30,5274,442,1,1,0,0
670,4,2015-07-30,8683,798,1,1,0,0
671,4,2015-07-30,8045,712,1,1,0,0
672,4,2015-07-30,8862,1269,1,1,0,1
673,4,2015-07-30,10882,770,1,1,0,1
674,4,2015-07-30,9294,962,1,1,0,1
675,4,2015-07-30,5929,634,1,1,0,1
676,4,2015-07-30,9128,1852,1,1,0,1
677,4,2015-07-30,7761,651,1,1,0,0
678,4,2015-07-30,8617,792,1,1,0,1
679,4,2015-07-30,9558,930,1,1,0,1
680,4,2015-07-30,6866,844,1,1,0,1
681,4,2015-07-30,4860,566,1,1,0,1
682,4,2015-07-30,13026,1837,1,1,0,1
683,4,2015-07-30,8879,847,1,1,0,1
684,4,2015-07-30,10163,721,1,1,0,0
685,4,2015-07-30,7205,623,1,1,0,1
686,4,2015-07-30,8244,897,1,1,0,1
687,4,2015-07-30,9416,752,1,1,0,1
688,4,2015-07-30,4188,416,1,1,0,1
689,4,2015-07-30,7416,710,1,1,0,1
690,4,2015-07-30,5565,775,1,1,0,1
691,4,2015-07-30,9221,582,1,1,0,1
692,4,2015-07-30,7397,780,1,1,0,1
693,4,2015-07-30,7916,569,1,1,0,1
694,4,2015-07-30,9412,796,1,1,0,0
695,4,2015-07-30,7159,616,1,1,0,1
696,4,2015-07-30,9783,1023,1,1,0,1
697,4,2015-07-30,11477,945,1,1,0,1
698,4,2015-07-30,15796,1795,1,1,0,1
699,4,2015-07-30,9581,1096,1,1,0,1
700,4,2015-07-30,5518,625,1,1,0,1
701,4,2015-07-30,7622,693,1,1,0,0
702,4,2015-07-30,6064,439,1,1,0,0
703,4,2015-07-30,2897,334,1,1,0,1
704,4,2015-07-30,10659,1069,1,1,0,1
705,4,2015-07-30,9108,1006,1,1,0,1
706,4,2015-07-30,7122,596,1,1,0,0
707,4,2015-07-30,10094,934,1,1,0,1
708,4,2015-07-30,6591,601,1,1,0,1
709,4,2015-07-30,10132,1286,1,1,0,1
710,4,2015-07-30,5737,416,1,1,0,0
711,4,2015-07-30,7164,514,1,1,0,0
712,4,2015-07-30,7601,655,1,1,0,0
713,4,2015-07-30,9881,1031,1,1,0,1
714,4,2015-07-30,6247,388,1,1,0,1
715,4,2015-07-30,7856,778,1,1,0,1
716,4,2015-07-30,6693,488,1,1,0,0
717,4,2015-07-30,5646,539,1,1,0,1
718,4,2015-07-30,9103,848,1,1,0,1
719,4,2015-07-30,6761,516,1,1,0,0
720,4,2015-07-30,8264,690,1,1,0,1
721,4,2015-07-30,8629,725,1,1,0,1
722,4,2015-07-30,8521,1269,1,1,0,1
723,4,2015-07-30,10117,705,1,1,0,1
724,4,2015-07-30,7807,767,1,1,0,1
725,4,2015-07-30,6783,594,1,1,0,1
726,4,2015-07-30,12562,1055,1,1,0,1
727,4,2015-07-30,5357,495,1,1,0,1
728,4,2015-07-30,6323,488,1,1,0,1
729,4,2015-07-30,11337,1026,1,1,0,1
730,4,2015-07-30,6771,786,1,1,0,1
731,4,2015-07-30,9700,841,1,1,0,1
732,4,2015-07-30,10812,1214,1,1,0,1
733,4,2015-07-30,14531,3145,1,1,0,1
734,4,2015-07-30,5725,470,1,1,0,1
735,4,2015-07-30,6249,528,1,1,0,1
736,4,2015-07-30,7093,609,1,1,0,0
737,4,2015-07-30,6719,869,1,1,0,1
738,4,2015-07-30,9250,689,1,1,0,1
739,4,2015-07-30,10692,826,1,1,0,0
740,4,2015-07-30,8162,553,1,1,0,1
741,4,2015-07-30,9436,1026,1,1,0,1
742,4,2015-07-30,9353,894,1,1,0,1
743,4,2015-07-30,4772,479,1,1,0,1
744,4,2015-07-30,8435,866,1,1,0,0
745,4,2015-07-30,9628,737,1,1,0,1
746,4,2015-07-30,7357,571,1,1,0,1
747,4,2015-07-30,9946,722,1,1,0,1
748,4,2015-07-30,5734,480,1,1,0,1
749,4,2015-07-30,5243,575,1,1,0,1
750,4,2015-07-30,5842,433,1,1,0,0
751,4,2015-07-30,4162,512,1,1,0,1
752,4,2015-07-30,6459,510,1,1,0,1
753,4,2015-07-30,8972,667,1,1,0,1
754,4,2015-07-30,8588,912,1,1,0,1
755,4,2015-07-30,11456,918,1,1,0,1
756,4,2015-07-30,18741,2292,1,1,0,1
757,4,2015-07-30,7813,622,1,1,0,1
758,4,2015-07-30,5753,679,1,1,0,1
759,4,2015-07-30,9791,861,1,1,0,1
760,4,2015-07-30,7249,1237,1,1,0,1
761,4,2015-07-30,9296,964,1,1,0,1
762,4,2015-07-30,5466,486,1,1,0,1
763,4,2015-07-30,6933,623,1,1,0,1
764,4,2015-07-30,5053,497,1,1,0,1
765,4,2015-07-30,11083,807,1,1,0,1
766,4,2015-07-30,7123,604,1,1,0,0
767,4,2015-07-30,6199,572,1,1,0,1
768,4,2015-07-30,14590,1323,1,1,0,1
769,4,2015-07-30,11231,3099,1,1,0,1
770,4,2015-07-30,6166,631,1,1,0,1
771,4,2015-07-30,8374,807,1,1,0,0
772,4,2015-07-30,4301,530,1,1,0,1
773,4,2015-07-30,6105,793,1,1,0,1
774,4,2015-07-30,5347,611,1,1,0,1
775,4,2015-07-30,10337,655,1,1,0,0
776,4,2015-07-30,5310,560,1,1,0,1
777,4,2015-07-30,5116,438,1,1,0,1
778,4,2015-07-30,6824,791,1,1,0,0
779,4,2015-07-30,8207,766,1,1,0,1
780,4,2015-07-30,7896,920,1,1,0,1
781,4,2015-07-30,4831,609,1,1,0,1
782,4,2015-07-30,6001,502,1,1,0,1
783,4,2015-07-30,7736,652,1,1,0,1
784,4,2015-07-30,6994,708,1,1,0,1
785,4,2015-07-30,8803,665,1,1,0,1
786,4,2015-07-30,3722,501,1,1,0,1
787,4,2015-07-30,10807,1083,1,1,0,1
788,4,2015-07-30,16693,1586,1,1,0,1
789,4,2015-07-30,4662,550,1,1,0,1
790,4,2015-07-30,7732,647,1,1,0,1
791,4,2015-07-30,9553,871,1,1,0,1
792,4,2015-07-30,9090,732,1,1,0,1
793,4,2015-07-30,5061,461,1,1,0,1
794,4,2015-07-30,3254,549,1,1,0,1
795,4,2015-07-30,4996,445,1,1,0,1
796,4,2015-07-30,9260,737,1,1,0,1
797,4,2015-07-30,5239,484,1,1,0,0
798,4,2015-07-30,7963,873,1,1,0,1
799,4,2015-07-30,9444,851,1,1,0,1
800,4,2015-07-30,6089,496,1,1,0,1
801,4,2015-07-30,8207,702,1,1,0,1
802,4,2015-07-30,8878,556,1,1,0,1
803,4,2015-07-30,6601,486,1,1,0,1
804,4,2015-07-30,5876,454,1,1,0,0
805,4,2015-07-30,6383,560,1,1,0,0
806,4,2015-07-30,9210,616,1,1,0,0
807,4,2015-07-30,9477,898,1,1,0,1
808,4,2015-07-30,9579,676,1,1,0,1
809,4,2015-07-30,10221,818,1,1,0,1
810,4,2015-07-30,6124,461,1,1,0,1
811,4,2015-07-30,4406,679,1,1,0,1
812,4,2015-07-30,6650,786,1,1,0,1
813,4,2015-07-30,7132,701,1,1,0,1
814,4,2015-07-30,10220,791,1,1,0,1
815,4,2015-07-30,7983,666,1,1,0,0
816,4,2015-07-30,4559,602,1,1,0,1
817,4,2015-07-30,22177,2941,1,1,0,1
818,4,2015-07-30,6752,613,1,1,0,1
819,4,2015-07-30,6334,523,1,1,0,1
820,4,2015-07-30,14208,1194,1,1,0,0
821,4,2015-07-30,7641,843,1,1,0,1
822,4,2015-07-30,9627,678,1,1,0,1
823,4,2015-07-30,6410,567,1,1,0,1
824,4,2015-07-30,6893,763,1,1,0,1
825,4,2015-07-30,5769,641,1,1,0,0
826,4,2015-07-30,8747,749,1,1,0,1
827,4,2015-07-30,15671,1806,1,1,0,1
828,4,2015-07-30,5821,598,1,1,0,1
829,4,2015-07-30,7339,864,1,1,0,1
830,4,2015-07-30,7614,544,1,1,0,1
831,4,2015-07-30,13681,1579,1,1,0,1
832,4,2015-07-30,7628,576,1,1,0,1
833,4,2015-07-30,6620,524,1,1,0,1
834,4,2015-07-30,6399,660,1,1,0,1
835,4,2015-07-30,6159,605,1,1,0,1
836,4,2015-07-30,6343,720,1,1,0,1
837,4,2015-07-30,4470,502,1,1,0,1
838,4,2015-07-30,8699,817,1,1,0,1
839,4,2015-07-30,4375,555,1,1,0,1
840,4,2015-07-30,8183,1059,1,1,0,1
841,4,2015-07-30,2634,373,1,1,0,1
842,4,2015-07-30,20363,1190,1,1,0,0
843,4,2015-07-30,9326,1000,1,1,0,1
844,4,2015-07-30,4471,409,1,1,0,1
845,4,2015-07-30,5090,343,1,1,0,1
846,4,2015-07-30,11978,907,1,1,0,1
847,4,2015-07-30,7380,925,1,1,0,1
848,4,2015-07-30,9474,900,1,1,0,1
849,4,2015-07-30,9459,903,1,1,0,1
850,4,2015-07-30,6081,609,1,1,0,1
851,4,2015-07-30,6207,491,1,1,0,0
852,4,2015-07-30,5929,628,1,1,0,1
853,4,2015-07-30,12249,1257,1,1,0,1
854,4,2015-07-30,5328,540,1,1,0,1
855,4,2015-07-30,8447,782,1,1,0,1
856,4,2015-07-30,8167,924,1,1,0,1
857,4,2015-07-30,9334,973,1,1,0,1
858,4,2015-07-30,6080,501,1,1,0,0
859,4,2015-07-30,8132,799,1,1,0,0
860,4,2015-07-30,8063,809,1,1,0,1
861,4,2015-07-30,4923,625,1,1,0,1
862,4,2015-07-30,9337,938,1,1,0,1
863,4,2015-07-30,9506,1007,1,1,0,1
864,4,2015-07-30,5624,674,1,1,0,1
865,4,2015-07-30,7327,612,1,1,0,1
866,4,2015-07-30,8991,578,1,1,0,1
867,4,2015-07-30,6237,531,1,1,0,1
868,4,2015-07-30,11790,657,1,1,0,1
869,4,2015-07-30,6494,861,1,1,0,1
870,4,2015-07-30,7247,885,1,1,0,1
871,4,2015-07-30,7735,511,1,1,0,1
872,4,2015-07-30,8093,689,1,1,0,1
873,4,2015-07-30,3487,391,1,1,0,1
874,4,2015-07-30,5345,526,1,1,0,1
875,4,2015-07-30,5690,432,1,1,0,1
876,4,2015-07-30,0,0,0,1,0,1
877,4,2015-07-30,6242,778,1,1,0,1
878,4,2015-07-30,10647,824,1,1,0,1
879,4,2015-07-30,5861,426,1,1,0,0
880,4,2015-07-30,10195,939,1,1,0,1
881,4,2015-07-30,5571,625,1,1,0,1
882,4,2015-07-30,6491,763,1,1,0,1
883,4,2015-07-30,4643,458,1,1,0,1
884,4,2015-07-30,7000,608,1,1,0,0
885,4,2015-07-30,5942,722,1,1,0,1
