service_id,client_id,staff_id,service_date,service_type_code,duration_minutes
L008866,K0072,S023,2025-10-22,BER,120
L008867,K0045,S023,2025-10-22,AST,120
L008868,K0144,S009,2025-10-22,AST,30
L008869,K0035,S023,2025-10-22,BEG,120
L008870,K0081,S023,2025-10-22,AST,30
L008871,K0171,S007,2025-10-22,FAL,120
L008872,K0180,S004,2025-10-22,SCH,180
L008873,K0154,S019,2025-10-22,AST,60
L008874,K0035,S027,2025-10-23,GRP,120
L008875,K0075,S013,2025-10-23,BEG,90
L008876,K0020,S022,2025-10-23,DOK,30
L008877,K0169,S022,2025-10-23,DOK,60
L008878,K0028,S022,2025-10-23,AST,60
L008879,K0142,S018,2025-10-23,AST,45
L008880,K0113,S019,2025-10-23,SCH,120
L008881,K0030,S029,2025-10-23,BEG,180
L008882,K0039,S023,2025-10-23,BEG,60
L008883,K0148,S013,2025-10-23,DOK,60
L008884,K0104,S023,2025-10-23,AST,180
L008885,K0156,S012,2025-10-23,GRP,45
L008886,K0032,S025,2025-10-23,BEG,60
L008887,K0007,S002,2025-10-23,BEG,180
L008888,K0176,S002,2025-10-23,BEG,60
L008889,K0009,S026,2025-10-23,AST,180
L008890,K0055,S017,2025-10-23,DOK,90
L008891,K0143,S034,2025-10-23,AST,180
L008892,K0086,S013,2025-10-23,GRP,45
L008893,K0117,S015,2025-10-23,DOK,120
L008894,K0053,S005,2025-10-23,AST,180
L008895,K0098,S012,2025-10-23,SCH,60
L008896,K0058,S012,2025-10-23,AST,120
L008897,K0014,S007,2025-10-23,AST,45
L008898,K0171,S017,2025-10-23,AST,90
L008899,K0061,S019,2025-10-23,BER,60
L008900,K0045,S011,2025-10-23,AST,60
L008901,K0135,S022,2025-10-23,SCH,90
L008902,K0071,S007,2025-10-23,DOK,180
L008903,K0101,S005,2025-10-23,GRP,180
L008904,K0165,S031,2025-10-23,SCH,90
L008905,K0036,S021,2025-10-23,FAL,180
L008906,K0066,S019,2025-10-23,AST,180
L008907,K0120,S018,2025-10-23,FAL,45
L008908,K0101,S033,2025-10-23,GRP,180
L008909,K0148,S034,2025-10-23,SCH,120
L008910,K0149,S009,2025-10-23,DOK,180
L008911,K0154,S008,2025-10-23,SCH,60
L008912,K0043,S006,2025-10-23,SCH,60
L008913,K0180,S014,2025-10-23,SCH,90
L008914,K0115,S013,2025-10-23,SCH,120
L008915,K0113,S005,2025-10-23,FAL,90
L008916,K0149,S005,2025-10-23,SCH,90
L008917,K0136,S020,2025-10-23,SCH,30
L008918,K0075,S022,2025-10-23,BEG,30
L008919,K0040,S011,2025-10-23,DOK,60
L008920,K0104,S009,2025-10-23,BEG,180
L008921,K0087,S034,2025-10-23,SCH,120
L008922,K0080,S030,2025-10-23,GRP,180
L008923,K0101,S033,2025-10-23,BEG,180
L008924,K0035,S013,2025-10-24,FAL,90
L008925,K0064,S012,2025-10-24,AST,90
L008926,K0072,S015,2025-10-24,GRP,60
L008927,K0004,S033,2025-10-24,SCH,45
L008928,K0069,S025,2025-10-24,BEG,60
L008929,K0034,S003,2025-10-24,GRP,90
L008930,K0039,S021,2025-10-24,BEG,60
L008931,K0147,S009,2025-10-24,FAL,60
L008932,K0030,S005,2025-10-24,GRP,60
L008933,K0005,S017,2025-10-24,GRP,30
L008934,K0059,S010,2025-10-24,AST,120
L008935,K0148,S016,2025-10-24,DOK,30
L008936,K0088,S009,2025-10-24,GRP,45
L008937,K0069,S017,2025-10-24,AST,60
L008938,K0133,S016,2025-10-24,GRP,120
L008939,K0151,S025,2025-10-24,BER,60
L008940,K0096,S008,2025-10-24,SCH,180
L008941,K0094,S004,2025-10-24,SCH,30
L008942,K0028,S008,2025-10-24,SCH,180
L008943,K0120,S011,2025-10-24,BEG,45
L008944,K0019,S023,2025-10-24,AST,180
L008945,K0004,S002,2025-10-24,SCH,60
L008946,K0152,S017,2025-10-24,AST,45
L008947,K0159,S031,2025-10-24,GRP,120
L008948,K0064,S026,2025-10-24,GRP,60
L008949,K0024,S004,2025-10-24,AST,90
L008950,K0086,S029,2025-10-24,GRP,90
L008951,K0131,S026,2025-10-24,GRP,120
L008952,K0050,S020,2025-10-24,GRP,120
L008953,K0166,S029,2025-10-24,FAL,90
L008954,K0020,S009,2025-10-24,SCH,30
L008955,K0047,S018,2025-10-24,AST,45
L008956,K0085,S030,2025-10-24,GRP,60
L008957,K0139,S022,2025-10-24,SCH,60
L008958,K0040,S002,2025-10-24,DOK,120
L008959,K0116,S020,2025-10-24,GRP,45
L008960,K0138,S020,2025-10-24,SCH,180
L008961,K0099,S030,2025-10-24,GRP,90
L008962,K0069,S012,2025-10-24,AST,30
L008963,K0045,S010,2025-10-24,AST,90
L008964,K0023,S011,2025-10-24,FAL,30
L008965,K0152,S005,2025-10-24,GRP,180
L008966,K0109,S015,2025-10-24,AST,180
L008967,K0156,S008,2025-10-24,AST,30
L008968,K0177,S012,2025-10-24,AST,45
L008969,K0021,S027,2025-10-24,BEG,45
L008970,K0123,S006,2025-10-24,BER,90
L008971,K0086,S025,2025-10-24,AST,45
L008972,K0168,S005,2025-10-24,GRP,45
L008973,K0095,S005,2025-10-24,AST,60
L008974,K0034,S008,2025-10-24,SCH,120
L008975,K0086,S012,2025-10-27,BEG,90
L008976,K0006,S017,2025-10-27,AST,180
L008977,K0014,S020,2025-10-27,GRP,120
L008978,K0104,S031,2025-10-27,DOK,60
L008979,K0014,S019,2025-10-27,BEG,180
L008980,K0077,S017,2025-10-27,BEG,180
L008981,K0176,S014,2025-10-27,FAL,45
L008982,K0059,S025,2025-10-27,AST,60
L008983,K0083,S008,2025-10-27,GRP,30
L008984,K0180,S027,2025-10-27,AST,30
L008985,K0103,S008,2025-10-27,SCH,30
L008986,K0030,S008,2025-10-27,AST,45
L008987,K0097,S013,2025-10-27,GRP,90
L008988,K0074,S033,2025-10-27,AST,120
L008989,K0140,S029,2025-10-27,SCH,60
L008990,K0169,S034,2025-10-27,DOK,90
L008991,K0159,S011,2025-10-27,AST,90
L008992,K0161,S004,2025-10-27,SCH,180
L008993,K0062,S021,2025-10-27,BEG,60
L008994,K0047,S014,2025-10-27,BEG,90
L008995,K0068,S020,2025-10-27,AST,30
L008996,K0152,S027,2025-10-27,SCH,180
L008997,K0112,S017,2025-10-27,AST,60
L008998,K0086,S027,2025-10-27,AST,120
L008999,K0007,S009,2025-10-27,SCH,90
L009000,K0167,S004,2025-10-27,DOK,60
L009001,K0065,S029,2025-10-27,GRP,45
L009002,K0097,S016,2025-10-27,AST,45
L009003,K0075,S018,2025-10-27,GRP,45
L009004,K0174,S013,2025-10-27,DOK,180
L009005,K0160,S007,2025-10-27,DOK,60
L009006,K0101,S019,2025-10-27,SCH,60
L009007,K0142,S009,2025-10-27,AST,30
L009008,K0070,S027,2025-10-27,GRP,30
L009009,K0064,S026,2025-10-27,FAL,45
L009010,K0045,S021,2025-10-27,SCH,120
L009011,K0097,S033,2025-10-27,AST,45
L009012,K0072,S015,2025-10-27,GRP,90
L009013,K0036,S026,2025-10-27,BEG,180
L009014,K0147,S031,2025-10-27,AST,30
L009015,K0089,S007,2025-10-27,FAL,180
L009016,K0124,S031,2025-10-27,BEG,120
L009017,K0165,S015,2025-10-27,SCH,120
L009018,K0114,S011,2025-10-27,DOK,180
L009019,K0131,S025,2025-10-27,DOK,60
L009020,K0003,S014,2025-10-27,SCH,30
L009021,K0110,S008,2025-10-27,FAL,45
L009022,K0059,S013,2025-10-27,DOK,120
L009023,K0081,S002,2025-10-27,DOK,60
L009024,K0007,S027,2025-10-27,SCH,45
L009025,K0180,S011,2025-10-27,AST,30
L009026,K0095,S006,2025-10-27,SCH,45
L009027,K0080,S022,2025-10-27,SCH,60
L009028,K0145,S010,2025-10-28,AST,30
L009029,K0040,S020,2025-10-28,SCH,90
L009030,K0069,S026,2025-10-28,DOK,60
L009031,K0058,S003,2025-10-28,BER,60
L009032,K0042,S004,2025-10-28,FAL,120
L009033,K0088,S015,2025-10-28,DOK,60
L009034,K0098,S019,2025-10-28,BER,60
L009035,K0092,S033,2025-10-28,SCH,90
L009036,K0126,S004,2025-10-28,DOK,60
L009037,K0002,S008,2025-10-28,AST,90
L009038,K0075,S023,2025-10-28,AST,30
L009039,K0027,S018,2025-10-28,DOK,45
L009040,K0041,S009,2025-10-28,BEG,60
L009041,K0090,S029,2025-10-28,DOK,30
L009042,K0068,S004,2025-10-28,BER,60
L009043,K0061,S007,2025-10-28,AST,180
L009044,K0048,S013,2025-10-28,DOK,180
L009045,K0145,S029,2025-10-28,GRP,60
L009046,K0043,S019,2025-10-28,FAL,60
L009047,K0130,S016,2025-10-28,SCH,90
L009048,K0062,S002,2025-10-28,DOK,120
L009049,K0115,S003,2025-10-28,AST,30
L009050,K0120,S021,2025-10-28,AST,45
L009051,K0161,S012,2025-10-28,BER,180
L009052,K0080,S009,2025-10-28,SCH,60
L009053,K0151,S007,2025-10-28,AST,30
L009054,K0045,S003,2025-10-28,BER,45
L009055,K0160,S012,2025-10-28,AST,120
L009056,K0103,S014,2025-10-28,FAL,180
L009057,K0138,S031,2025-10-28,DOK,90
L009058,K0159,S007,2025-10-28,GRP,60
L009059,K0091,S014,2025-10-28,BEG,60
L009060,K0170,S018,2025-10-28,AST,90
L009061,K0088,S031,2025-10-28,SCH,180
L009062,K0090,S026,2025-10-28,DOK,60
L009063,K0177,S008,2025-10-28,SCH,180
L009064,K0120,S019,2025-10-28,BER,60
L009065,K0155,S006,2025-10-28,FAL,60
L009066,K0023,S011,2025-10-28,DOK,60
L009067,K0049,S020,2025-10-29,AST,60
L009068,K0088,S034,2025-10-29,SCH,180
L009069,K0007,S003,2025-10-29,AST,120
L009070,K0093,S015,2025-10-29,GRP,180
L009071,K0007,S009,2025-10-29,AST,60
L009072,K0099,S006,2025-10-29,AST,45
L009073,K0064,S020,2025-10-29,GRP,180
L009074,K0038,S013,2025-10-29,AST,60
L009075,K0086,S030,2025-10-29,SCH,90
L009076,K0142,S020,2025-10-29,AST,90
L009077,K0097,S009,2025-10-29,AST,60
L009078,K0035,S003,2025-10-29,AST,45
L009079,K0154,S014,2025-10-29,BEG,120
L009080,K0077,S008,2025-10-29,FAL,90
L009081,K0049,S030,2025-10-29,SCH,180
L009082,K0085,S005,2025-10-29,BEG,45
L009083,K0044,S026,2025-10-29,SCH,90
L009084,K0095,S015,2025-10-29,BER,45
L009085,K0036,S009,2025-10-29,AST,45
L009086,K0029,S010,2025-10-29,AST,60
L009087,K0142,S025,2025-10-29,GRP,90
L009088,K0089,S015,2025-10-29,BEG,180
L009089,K0070,S016,2025-10-29,AST,45
L009090,K0145,S007,2025-10-29,BER,120
L009091,K0123,S026,2025-10-29,SCH,90
L009092,K0004,S005,2025-10-29,AST,60
L009093,K0140,S009,2025-10-29,AST,180
L009094,K0117,S021,2025-10-29,AST,120
L009095,K0171,S034,2025-10-29,GRP,60
L009096,K0034,S011,2025-10-29,AST,120
L009097,K0010,S025,2025-10-29,GRP,45
L009098,K0029,S018,2025-10-29,BEG,90
L009099,K0138,S005,2025-10-29,FAL,120
L009100,K0035,S011,2025-10-29,AST,120
L009101,K0092,S013,2025-10-29,AST,60
L009102,K0020,S006,2025-10-29,DOK,90
L009103,K0112,S020,2025-10-29,SCH,90
L009104,K0131,S016,2025-10-29,AST,30
L009105,K0082,S016,2025-10-29,AST,120
L009106,K0134,S002,2025-10-29,AST,45
L009107,K0161,S004,2025-10-29,AST,120
L009108,K0054,S030,2025-10-30,DOK,180
L009109,K0112,S004,2025-10-30,AST,30
L009110,K0148,S020,2025-10-30,DOK,30
L009111,K0168,S026,2025-10-30,AST,45
L009112,K0134,S003,2025-10-30,SCH,60
L009113,K0007,S033,2025-10-30,SCH,60
L009114,K0006,S029,2025-10-30,AST,60
L009115,K0134,S014,2025-10-30,AST,180
L009116,K0053,S020,2025-10-30,AST,120
L009117,K0145,S005,2025-10-30,BEG,60
L009118,K0117,S030,2025-10-30,DOK,180
L009119,K0055,S022,2025-10-30,SCH,30
L009120,K0003,S014,2025-10-30,SCH,120
L009121,K0137,S026,2025-10-30,AST,90
L009122,K0032,S003,2025-10-30,BER,90
L009123,K0094,S002,2025-10-30,AST,60
L009124,K0025,S025,2025-10-30,AST,45
L009125,K0042,S010,2025-10-30,BEG,90
L009126,K0030,S023,2025-10-30,BEG,90
L009127,K0134,S016,2025-10-30,DOK,45
L009128,K0174,S029,2025-10-30,SCH,45
L009129,K0115,S017,2025-10-30,AST,180
L009130,K0089,S009,2025-10-30,DOK,30
L009131,K0104,S026,2025-10-30,AST,90
L009132,K0099,S022,2025-10-30,GRP,180
L009133,K0137,S002,2025-10-30,SCH,45
L009134,K0070,S002,2025-10-30,BEG,45
L009135,K0003,S013,2025-10-30,SCH,60
L009136,K0037,S034,2025-10-30,SCH,60
L009137,K0040,S011,2025-10-30,AST,60
L009138,K0075,S026,2025-10-30,BER,90
L009139,K0078,S005,2025-10-30,BER,120
L009140,K0091,S030,2025-10-30,SCH,45
L009141,K0125,S014,2025-10-30,DOK,180
L009142,K0034,S021,2025-10-30,AST,30
L009143,K0014,S029,2025-10-30,DOK,120
L009144,K0135,S030,2025-10-30,GRP,180
L009145,K0058,S013,2025-10-30,DOK,120
L009146,K0094,S009,2025-10-30,AST,180
L009147,K0050,S008,2025-10-30,DOK,120
L009148,K0088,S031,2025-10-30,AST,120
L009149,K0176,S015,2025-10-30,GRP,90
L009150,K0078,S030,2025-10-30,BER,120
L009151,K0084,S023,2025-10-30,GRP,120
L009152,K0154,S019,2025-10-30,FAL,120
L009153,K0032,S034,2025-10-30,BEG,45
L009154,K0062,S004,2025-10-30,BER,60
L009155,K0144,S026,2025-10-30,AST,60
L009156,K0099,S019,2025-10-30,GRP,60
L009157,K0059,S017,2025-10-31,AST,180
L009158,K0166,S019,2025-10-31,AST,180
L009159,K0155,S011,2025-10-31,BEG,60
L009160,K0122,S005,2025-10-31,SCH,60
L009161,K0128,S007,2025-10-31,BEG,120
L009162,K0072,S019,2025-10-31,SCH,180
L009163,K0039,S017,2025-10-31,AST,90
L009164,K0038,S016,2025-10-31,FAL,120
L009165,K0145,S030,2025-10-31,AST,90
L009166,K0068,S009,2025-10-31,AST,60
L009167,K0091,S012,2025-10-31,GRP,60
L009168,K0098,S012,2025-10-31,FAL,45
L009169,K0056,S007,2025-10-31,SCH,45
L009170,K0137,S033,2025-10-31,GRP,90
L009171,K0144,S016,2025-10-31,FAL,45
L009172,K0019,S030,2025-10-31,GRP,90
L009173,K0009,S034,2025-10-31,BEG,90
L009174,K0081,S034,2025-10-31,GRP,120
L009175,K0149,S018,2025-10-31,DOK,120
L009176,K0022,S034,2025-10-31,GRP,90
L009177,K0035,S018,2025-10-31,BER,30
L009178,K0082,S013,2025-10-31,SCH,180
L009179,K0041,S011,2025-10-31,GRP,30
L009180,K0173,S023,2025-10-31,SCH,120
L009181,K0003,S023,2025-10-31,SCH,45
L009182,K0096,S013,2025-10-31,BER,30
L009183,K0135,S023,2025-10-31,SCH,120
L009184,K0023,S029,2025-10-31,AST,120
L009185,K0064,S016,2025-10-31,SCH,180
L009186,K0152,S031,2025-10-31,GRP,60
L009187,K0014,S004,2025-10-31,AST,180
L009188,K0056,S011,2025-10-31,AST,180
L009189,K0018,S019,2025-10-31,SCH,90
L009190,K0128,S026,2025-10-31,GRP,45
L009191,K0069,S033,2025-10-31,GRP,60
L009192,K0101,S026,2025-10-31,AST,60
L009193,K0042,S007,2025-10-31,DOK,180
L009194,K0047,S004,2025-10-31,SCH,120
L009195,K0066,S002,2025-10-31,DOK,90
L009196,K0063,S025,2025-10-31,GRP,60
L009197,K0073,S031,2025-10-31,DOK,120
L009198,K0160,S003,2025-10-31,AST,45
L009199,K0018,S006,2025-10-31,DOK,180
L009200,K0002,S011,2025-10-31,DOK,120
L009201,K0096,S005,2025-10-31,AST,60
L009202,K0025,S015,2025-11-03,FAL,30
L009203,K0084,S008,2025-11-03,AST,90
L009204,K0025,S021,2025-11-03,SCH,90
L009205,K0076,S021,2025-11-03,AST,180
L009206,K0123,S019,2025-11-03,GRP,60
L009207,K0074,S019,2025-11-03,GRP,120
L009208,K0076,S030,2025-11-03,SCH,90
L009209,K0117,S020,2025-11-03,DOK,60
L009210,K0080,S015,2025-11-03,DOK,180
L009211,K0128,S010,2025-11-03,AST,90
L009212,K0075,S014,2025-11-03,AST,30
L009213,K0074,S012,2025-11-03,GRP,90
L009214,K0128,S004,2025-11-03,AST,120
L009215,K0046,S010,2025-11-03,DOK,180
L009216,K0130,S022,2025-11-03,GRP,180
L009217,K0137,S014,2025-11-03,SCH,90
L009218,K0166,S017,2025-11-03,DOK,30
L009219,K0154,S008,2025-11-03,AST,60
L009220,K0039,S031,2025-11-03,BEG,45
L009221,K0095,S005,2025-11-03,BEG,45
L009222,K0171,S012,2025-11-03,BER,45
L009223,K0087,S034,2025-11-03,GRP,90
L009224,K0160,S022,2025-11-03,SCH,45
L009225,K0010,S007,2025-11-03,DOK,90
L009226,K0109,S022,2025-11-03,FAL,45
L009227,K0024,S016,2025-11-03,SCH,30
L009228,K0149,S008,2025-11-03,AST,60
L009229,K0154,S021,2025-11-03,DOK,60
L009230,K0167,S005,2025-11-03,GRP,90
L009231,K0115,S002,2025-11-03,AST,120
L009232,K0177,S014,2025-11-03,AST,45
L009233,K0146,S027,2025-11-03,AST,30
L009234,K0070,S002,2025-11-03,DOK,60
L009235,K0069,S022,2025-11-03,FAL,45
L009236,K0152,S004,2025-11-03,DOK,60
L009237,K0065,S022,2025-11-03,FAL,45
L009238,K0138,S030,2025-11-03,SCH,45
L009239,K0101,S022,2025-11-03,SCH,45
L009240,K0057,S008,2025-11-03,AST,60
L009241,K0146,S033,2025-11-03,SCH,60
L009242,K0014,S016,2025-11-03,SCH,60
L009243,K0078,S007,2025-11-03,SCH,90
L009244,K0167,S027,2025-11-03,AST,60
L009245,K0149,S018,2025-11-03,GRP,30
L009246,K0167,S030,2025-11-03,SCH,60
L009247,K0055,S022,2025-11-03,AST,30
L009248,K0084,S002,2025-11-03,AST,60
L009249,K0111,S016,2025-11-03,AST,60
L009250,K0112,S031,2025-11-03,GRP,90
L009251,K0160,S033,2025-11-03,GRP,30
L009252,K0123,S033,2025-11-03,DOK,60
L009253,K0066,S019,2025-11-03,DOK,120
L009254,K0073,S012,2025-11-03,SCH,180
L009255,K0109,S004,2025-11-03,FAL,120
L009256,K0130,S016,2025-11-03,BEG,180
L009257,K0025,S031,2025-11-03,GRP,120
L009258,K0093,S015,2025-11-04,AST,60
L009259,K0131,S026,2025-11-04,BER,60
L009260,K0116,S027,2025-11-04,AST,180
L009261,K0013,S015,2025-11-04,BER,60
L009262,K0083,S019,2025-11-04,AST,90
L009263,K0063,S027,2025-11-04,SCH,60
L009264,K0095,S005,2025-11-04,BEG,90
L009265,K0009,S018,2025-11-04,SCH,60
L009266,K0127,S021,2025-11-04,SCH,60
L009267,K0158,S010,2025-11-04,BEG,45
L009268,K0008,S014,2025-11-04,SCH,30
L009269,K0028,S025,2025-11-04,GRP,90
L009270,K0087,S034,2025-11-04,AST,180
L009271,K0023,S010,2025-11-04,GRP,60
L009272,K0081,S018,2025-11-04,AST,60
L009273,K0125,S003,2025-11-04,GRP,60
L009274,K0061,S021,2025-11-04,FAL,120
L009275,K0092,S008,2025-11-04,AST,30
L009276,K0159,S015,2025-11-04,BEG,180
L009277,K0028,S016,2025-11-04,SCH,90
L009278,K0103,S019,2025-11-04,AST,180
L009279,K0097,S027,2025-11-04,AST,90
L009280,K0147,S008,2025-11-04,BEG,180
L009281,K0023,S029,2025-11-04,BER,180
L009282,K0081,S005,2025-11-04,BER,45
L009283,K0034,S012,2025-11-04,AST,60
L009284,K0048,S011,2025-11-04,BER,60
L009285,K0104,S019,2025-11-04,SCH,180
L009286,K0074,S009,2025-11-04,AST,90
L009287,K0120,S012,2025-11-04,BEG,90
L009288,K0114,S014,2025-11-04,GRP,60
L009289,K0087,S031,2025-11-04,AST,60
L009290,K0175,S022,2025-11-04,SCH,180
L009291,K0037,S010,2025-11-04,AST,180
L009292,K0095,S019,2025-11-04,GRP,60
L009293,K0063,S012,2025-11-04,DOK,60
L009294,K0046,S008,2025-11-04,AST,60
L009295,K0072,S017,2025-11-04,BEG,30
L009296,K0068,S015,2025-11-04,AST,45
L009297,K0143,S015,2025-11-04,AST,60
L009298,K0056,S020,2025-11-04,AST,120
L009299,K0040,S023,2025-11-04,SCH,45
L009300,K0072,S023,2025-11-05,FAL,60
L009301,K0064,S010,2025-11-05,BEG,180
L009302,K0114,S010,2025-11-05,BEG,45
L009303,K0113,S019,2025-11-05,DOK,45
L009304,K0055,S011,2025-11-05,AST,90
L009305,K0091,S002,2025-11-05,BER,45
L009306,K0025,S003,2025-11-05,SCH,45
L009307,K0054,S011,2025-11-05,AST,30
L009308,K0104,S030,2025-11-05,AST,120
L009309,K0045,S022,2025-11-05,AST,45
L009310,K0114,S018,2025-11-05,AST,120
L009311,K0008,S034,2025-11-05,GRP,90
L009312,K0051,S015,2025-11-05,DOK,60
L009313,K0048,S002,2025-11-05,BEG,45
L009314,K0071,S034,2025-11-05,SCH,60
L009315,K0073,S007,2025-11-05,BEG,45
L009316,K0043,S034,2025-11-05,AST,60
L009317,K0021,S002,2025-11-05,DOK,30
L009318,K0166,S030,2025-11-05,AST,180
L009319,K0082,S027,2025-11-05,BEG,45
L009320,K0007,S016,2025-11-05,AST,60
L009321,K0170,S016,2025-11-05,BER,90
L009322,K0083,S009,2025-11-05,GRP,45
L009323,K0002,S020,2025-11-05,AST,60
L009324,K0122,S006,2025-11-05,BEG,45
L009325,K0128,S009,2025-11-05,DOK,180
L009326,K0049,S021,2025-11-05,AST,180
L009327,K0098,S023,2025-11-05,AST,60
L009328,K0099,S025,2025-11-05,AST,180
L009329,K0129,S007,2025-11-05,AST,60
L009330,K0137,S022,2025-11-05,DOK,120
L009331,K0130,S031,2025-11-05,AST,60
L009332,K0114,S023,2025-11-05,AST,60
L009333,K0075,S027,2025-11-05,FAL,60
L009334,K0124,S012,2025-11-05,AST,30
L009335,K0095,S031,2025-11-05,AST,180
L009336,K0025,S026,2025-11-05,AST,120
L009337,K0008,S004,2025-11-05,AST,60
L009338,K0133,S003,2025-11-05,AST,180
L009339,K0051,S011,2025-11-05,AST,30
L009340,K0091,S014,2025-11-05,SCH,90
L009341,K0021,S002,2025-11-05,BEG,45
L009342,K0131,S021,2025-11-05,AST,60
L009343,K0009,S033,2025-11-05,BEG,60
L009344,K0083,S012,2025-11-05,AST,30
L009345,K0078,S008,2025-11-06,GRP,180
L009346,K0059,S022,2025-11-06,AST,30
L009347,K0114,S003,2025-11-06,FAL,45
L009348,K0170,S020,2025-11-06,GRP,60
L009349,K0091,S006,2025-11-06,DOK,60
L009350,K0120,S005,2025-11-06,GRP,45
L009351,K0134,S015,2025-11-06,AST,45
L009352,K0138,S009,2025-11-06,BEG,30
L009353,K0145,S007,2025-11-06,AST,60
L009354,K0125,S030,2025-11-06,GRP,45
L009355,K0002,S007,2025-11-06,AST,90
L009356,K0031,S020,2025-11-06,BER,45
L009357,K0071,S027,2025-11-06,FAL,60
L009358,K0166,S012,2025-11-06,AST,90
L009359,K0168,S011,2025-11-06,AST,60
L009360,K0083,S021,2025-11-06,AST,90
L009361,K0029,S006,2025-11-06,SCH,30
L009362,K0033,S005,2025-11-06,BEG,60
L009363,K0138,S025,2025-11-06,DOK,90
L009364,K0136,S009,2025-11-06,AST,45
L009365,K0030,S021,2025-11-06,SCH,30
L009366,K0053,S009,2025-11-06,BEG,60
L009367,K0176,S013,2025-11-06,AST,60
L009368,K0097,S003,2025-11-06,GRP,45
L009369,K0153,S031,2025-11-06,AST,90
L009370,K0054,S011,2025-11-06,FAL,60
L009371,K0090,S013,2025-11-06,DOK,60
L009372,K0110,S031,2025-11-06,AST,180
L009373,K0090,S006,2025-11-06,DOK,45
L009374,K0088,S006,2025-11-06,AST,30
L009375,K0083,S015,2025-11-06,SCH,60
L009376,K0071,S013,2025-11-06,SCH,60
L009377,K0133,S026,2025-11-06,DOK,60
L009378,K0073,S026,2025-11-06,AST,60
L009379,K0080,S026,2025-11-06,AST,60
L009380,K0169,S023,2025-11-06,SCH,180
L009381,K0162,S029,2025-11-06,SCH,180
L009382,K0064,S029,2025-11-06,DOK,60
L009383,K0141,S016,2025-11-06,AST,120
L009384,K0053,S014,2025-11-06,BEG,120
L009385,K0117,S004,2025-11-06,AST,180
L009386,K0133,S033,2025-11-06,AST,30
L009387,K0133,S009,2025-11-06,FAL,180
L009388,K0084,S034,2025-11-06,DOK,90
L009389,K0034,S033,2025-11-06,DOK,120
L009390,K0174,S029,2025-11-06,SCH,30
L009391,K0058,S020,2025-11-07,BER,30
L009392,K0130,S025,2025-11-07,SCH,45
L009393,K0039,S029,2025-11-07,SCH,60
L009394,K0004,S030,2025-11-07,AST,60
L009395,K0025,S023,2025-11-07,AST,30
L009396,K0141,S027,2025-11-07,BEG,30
L009397,K0092,S026,2025-11-07,GRP,30
L009398,K0131,S019,2025-11-07,SCH,30
L009399,K0124,S003,2025-11-07,DOK,45
L009400,K0153,S034,2025-11-07,GRP,45
L009401,K0048,S034,2025-11-07,BEG,180
L009402,K0034,S030,2025-11-07,DOK,60
L009403,K0178,S026,2025-11-07,SCH,90
L009404,K0160,S029,2025-11-07,DOK,60
L009405,K0004,S026,2025-11-07,SCH,60
L009406,K0178,S013,2025-11-07,GRP,90
L009407,K0015,S015,2025-11-07,GRP,30
L009408,K0064,S020,2025-11-07,DOK,90
L009409,K0134,S019,2025-11-07,BER,30
L009410,K0065,S008,2025-11-07,GRP,90
L009411,K0040,S023,2025-11-07,AST,45
L009412,K0015,S010,2025-11-07,GRP,45
L009413,K0074,S029,2025-11-07,AST,45
L009414,K0099,S025,2025-11-07,DOK,60
L009415,K0030,S006,2025-11-07,BER,180
L009416,K0106,S020,2025-11-07,SCH,60
L009417,K0046,S009,2025-11-07,SCH,180
L009418,K0027,S033,2025-11-07,AST,30
L009419,K0062,S005,2025-11-07,AST,60
L009420,K0093,S029,2025-11-07,GRP,30
L009421,K0135,S034,2025-11-07,AST,180
L009422,K0068,S003,2025-11-07,AST,180
L009423,K0112,S010,2025-11-07,DOK,90
L009424,K0051,S030,2025-11-07,SCH,60
L009425,K0036,S018,2025-11-07,AST,90
L009426,K0167,S020,2025-11-07,BEG,60
L009427,K0158,S031,2025-11-07,AST,45
L009428,K0036,S030,2025-11-07,AST,180
L009429,K0066,S015,2025-11-07,SCH,120
L009430,K0169,S029,2025-11-07,BEG,45
L009431,K0159,S004,2025-11-07,DOK,45
L009432,K0064,S033,2025-11-10,GRP,60
L009433,K0076,S011,2025-11-10,SCH,60
L009434,K0178,S002,2025-11-10,DOK,60
L009435,K0137,S023,2025-11-10,SCH,45
L009436,K0103,S034,2025-11-10,AST,60
L009437,K0114,S023,2025-11-10,AST,180
L009438,K0036,S033,2025-11-10,GRP,30
L009439,K0019,S022,2025-11-10,DOK,30
L009440,K0170,S014,2025-11-10,SCH,60
L009441,K0022,S012,2025-11-10,BEG,45
L009442,K0117,S006,2025-11-10,BER,30
L009443,K0122,S004,2025-11-10,AST,120
L009444,K0078,S009,2025-11-10,SCH,180
L009445,K0094,S018,2025-11-10,FAL,180
L009446,K0095,S033,2025-11-10,SCH,45
L009447,K0036,S033,2025-11-10,DOK,60
L009448,K0154,S026,2025-11-10,GRP,60
L009449,K0176,S007,2025-11-10,AST,30
L009450,K0117,S007,2025-11-10,AST,60
L009451,K0149,S007,2025-11-10,AST,45
L009452,K0047,S030,2025-11-10,BEG,120
L009453,K0110,S011,2025-11-10,GRP,30
L009454,K0151,S014,2025-11-10,SCH,90
L009455,K0046,S015,2025-11-10,BER,60
L009456,K0057,S031,2025-11-10,SCH,60
